Date,Time,LTC,BTC,ETH
8/17/2019,14:00:00,74,10337,181
8/17/2019,14:15:00,74,10337,181
8/17/2019,14:30:00,73,10337,181
8/17/2019,14:45:00,73,10337,181
8/17/2019,15:00:00,73,10337,181
8/17/2019,15:15:00,73,10337,181
8/17/2019,15:30:00,73,10337,181
8/17/2019,15:45:00,73,10337,181
8/17/2019,16:00:00,73,10337,181
8/17/2019,16:15:00,72,10337,181
8/17/2019,16:30:00,73,10337,181
8/17/2019,16:45:00,72,10337,181
8/17/2019,17:00:00,72,10337,181
8/17/2019,17:15:00,72,10337,181
8/17/2019,17:30:00,72,10337,181
8/17/2019,17:45:00,72,10337,181
8/17/2019,18:00:00,72,10337,181
8/17/2019,18:15:00,72,10337,181
8/17/2019,18:30:00,72,10337,181
8/17/2019,18:45:00,72,10337,181
8/17/2019,19:00:00,72,10337,181
8/17/2019,19:15:00,72,10337,181
8/17/2019,19:30:00,72,10337,181
8/17/2019,19:45:00,72,10337,181
8/17/2019,20:00:00,72,10337,181
8/17/2019,20:15:00,72,10337,181
8/17/2019,20:30:00,72,10337,181
8/17/2019,20:45:00,72,10337,181
8/17/2019,21:00:00,72,10337,181
8/17/2019,21:15:00,72,10337,181
8/17/2019,21:30:00,72,10337,181
8/17/2019,21:45:00,72,10337,181
8/17/2019,22:00:00,72,10337,181
8/17/2019,22:15:00,72,10337,181
8/17/2019,22:30:00,72,10337,181
8/17/2019,22:45:00,72,10337,181
8/17/2019,23:00:00,72,10337,181
8/17/2019,23:15:00,72,10337,181
8/17/2019,23:30:00,72,10337,181
8/17/2019,23:45:00,72,10337,181
8/18/2019,00:00:00,72,10157,181
8/18/2019,00:15:00,72,10157,181
8/18/2019,00:30:00,72,10157,181
8/18/2019,00:45:00,72,10157,181
8/18/2019,01:00:00,72,10157,181
8/18/2019,01:15:00,72,10157,181
8/18/2019,01:30:00,72,10157,181
8/18/2019,01:45:00,72,10157,181
8/18/2019,02:00:00,72,10157,181
8/18/2019,02:15:00,72,10157,181
8/18/2019,02:30:00,72,10157,181
8/18/2019,02:45:00,72,10157,181
8/18/2019,03:00:00,71,10157,181
8/18/2019,03:15:00,71,10157,181
8/18/2019,03:30:00,72,10157,181
8/18/2019,03:45:00,72,10157,181
8/18/2019,04:00:00,71,10157,181
8/18/2019,04:15:00,71,10157,181
8/18/2019,04:30:00,72,10157,181
8/18/2019,04:45:00,72,10157,181
8/18/2019,05:00:00,72,10157,181
8/18/2019,05:15:00,72,10157,181
8/18/2019,05:30:00,72,10157,181
8/18/2019,05:45:00,72,10157,181
8/18/2019,06:00:00,73,10157,181
8/18/2019,06:15:00,73,10157,181
8/18/2019,06:30:00,72,10157,181
8/18/2019,06:45:00,73,10157,181
8/18/2019,07:00:00,73,10157,181
8/18/2019,07:15:00,72,10157,181
8/18/2019,07:30:00,72,10157,181
8/18/2019,07:45:00,73,10157,181
8/18/2019,08:00:00,73,10157,181
8/18/2019,08:15:00,72,10157,181
8/18/2019,08:30:00,72,10157,181
8/18/2019,08:45:00,72,10157,181
8/18/2019,09:00:00,72,10157,181
8/18/2019,09:15:00,72,10157,181
8/18/2019,09:30:00,73,10157,181
8/18/2019,09:45:00,73,10157,181
8/18/2019,10:00:00,74,10157,181
8/18/2019,10:15:00,75,10157,181
8/18/2019,10:30:00,74,10157,181
8/18/2019,10:45:00,76,10157,181
8/18/2019,11:00:00,75,10157,181
8/18/2019,11:15:00,75,10157,181
8/18/2019,11:30:00,76,10157,181
8/18/2019,11:45:00,77,10157,181
8/18/2019,12:00:00,76,10157,181
8/18/2019,12:15:00,76,10157,181
8/18/2019,12:30:00,76,10157,181
8/18/2019,12:45:00,76,10157,181
8/18/2019,13:00:00,76,10157,181
8/18/2019,13:15:00,76,10157,181
8/18/2019,13:30:00,77,10157,181
8/18/2019,13:45:00,76,10157,181
8/18/2019,14:00:00,76,10157,181
8/18/2019,14:15:00,76,10157,181
8/18/2019,14:30:00,76,10157,181
8/18/2019,14:45:00,76,10157,181
8/18/2019,15:00:00,76,10157,181
8/18/2019,15:15:00,76,10157,181
8/18/2019,15:30:00,76,10157,181
8/18/2019,15:45:00,76,10157,181
8/18/2019,16:00:00,77,10157,181
8/18/2019,16:15:00,77,10157,181
8/18/2019,16:30:00,77,10157,181
8/18/2019,16:45:00,77,10157,181
8/18/2019,17:00:00,77,10157,181
8/18/2019,17:15:00,77,10157,181
8/18/2019,17:30:00,77,10157,181
8/18/2019,17:45:00,77,10157,181
8/18/2019,18:00:00,77,10157,181
8/18/2019,18:15:00,77,10157,181
8/18/2019,18:30:00,77,10157,181
8/18/2019,18:45:00,77,10157,181
8/18/2019,19:00:00,77,10157,181
8/18/2019,19:15:00,77,10157,181
8/18/2019,19:30:00,77,10157,181
8/18/2019,19:45:00,77,10157,181
8/18/2019,20:00:00,77,10157,181
8/18/2019,20:15:00,77,10157,181
8/18/2019,20:30:00,77,10157,181
8/18/2019,20:45:00,77,10157,181
8/18/2019,21:00:00,77,10157,181
8/18/2019,21:15:00,77,10295,191
8/18/2019,21:30:00,77,10325,191
8/18/2019,21:45:00,77,10365,192
8/18/2019,22:00:00,77,10325,192
8/18/2019,22:15:00,77,10290,191
8/18/2019,22:30:00,76,10270,190
8/18/2019,22:45:00,77,10294,191
8/18/2019,23:00:00,77,10299,192
8/18/2019,23:15:00,76,10287,191
8/18/2019,23:30:00,76,10256,191
8/18/2019,23:45:00,76,10262,191
8/19/2019,00:00:00,76,10256,191
8/19/2019,00:15:00,76,10227,189
8/19/2019,00:30:00,76,10251,189
8/19/2019,00:45:00,76,10272,190
8/19/2019,01:00:00,76,10267,190
8/19/2019,01:15:00,76,10268,189
8/19/2019,01:30:00,76,10304,192
8/19/2019,01:45:00,76,10295,191
8/19/2019,02:00:00,77,10336,192
8/19/2019,02:15:00,77,10336,193
8/19/2019,02:30:00,77,10355,193
8/19/2019,02:45:00,76,10346,192
8/19/2019,03:00:00,76,10312,191
8/19/2019,03:15:00,76,10338,192
8/19/2019,03:30:00,77,10340,192
8/19/2019,03:45:00,77,10349,192
8/19/2019,04:00:00,76,10328,192
8/19/2019,04:15:00,76,10323,192
8/19/2019,04:30:00,76,10327,191
8/19/2019,04:45:00,76,10317,192
8/19/2019,05:00:00,76,10300,192
8/19/2019,05:15:00,76,10322,191
8/19/2019,05:30:00,76,10319,191
8/19/2019,05:45:00,76,10310,192
8/19/2019,06:00:00,76,10324,191
8/19/2019,06:15:00,76,10340,192
8/19/2019,06:30:00,77,10376,193
8/19/2019,06:45:00,77,10419,193
8/19/2019,07:00:00,78,10631,196
8/19/2019,07:15:00,78,10599,196
8/19/2019,07:30:00,78,10641,196
8/19/2019,07:45:00,78,10675,198
8/19/2019,08:00:00,78,10639,198
8/19/2019,08:15:00,78,10647,197
8/19/2019,08:30:00,78,10629,197
8/19/2019,08:45:00,78,10638,198
8/19/2019,09:00:00,78,10665,197
8/19/2019,09:15:00,78,10639,197
8/19/2019,09:30:00,78,10636,197
8/19/2019,09:45:00,77,10616,196
8/19/2019,10:00:00,77,10638,197
8/19/2019,10:15:00,78,10647,198
8/19/2019,10:30:00,78,10642,197
8/19/2019,10:45:00,78,10644,198
8/19/2019,11:00:00,78,10659,198
8/19/2019,11:15:00,78,10653,198
8/19/2019,11:30:00,78,10674,199
8/19/2019,11:45:00,78,10633,197
8/19/2019,12:00:00,77,10613,197
8/19/2019,12:15:00,77,10611,196
8/19/2019,12:30:00,78,10634,197
8/19/2019,12:45:00,78,10643,196
8/19/2019,13:00:00,77,10634,196
8/19/2019,13:15:00,78,10656,198
8/19/2019,13:30:00,77,10652,197
8/19/2019,13:45:00,78,10660,198
8/19/2019,14:00:00,78,10670,197
8/19/2019,14:15:00,78,10672,197
8/19/2019,14:30:00,77,10659,197
8/19/2019,14:45:00,78,10678,197
8/19/2019,15:00:00,77,10650,196
8/19/2019,15:15:00,77,10646,197
8/19/2019,15:30:00,77,10657,197
8/19/2019,15:45:00,77,10661,199
8/19/2019,16:00:00,77,10660,198
8/19/2019,16:15:00,76,10630,197
8/19/2019,16:30:00,76,10615,196
8/19/2019,16:45:00,76,10623,197
8/19/2019,17:00:00,76,10647,196
8/19/2019,17:15:00,76,10651,197
8/19/2019,17:30:00,76,10653,198
8/19/2019,17:45:00,76,10662,197
8/19/2019,18:00:00,76,10667,198
8/19/2019,18:15:00,76,10659,198
8/19/2019,18:30:00,77,10686,198
8/19/2019,18:45:00,77,10670,197
8/19/2019,19:00:00,77,10691,198
8/19/2019,19:15:00,76,10666,197
8/19/2019,19:30:00,76,10635,195
8/19/2019,19:45:00,76,10639,195
8/19/2019,20:00:00,76,10643,195
8/19/2019,20:15:00,76,10622,194
8/19/2019,20:30:00,76,10627,196
8/19/2019,20:45:00,76,10621,195
8/19/2019,21:00:00,76,10635,196
8/19/2019,21:15:00,76,10645,196
8/19/2019,21:30:00,76,10673,195
8/19/2019,21:45:00,76,10660,196
8/19/2019,22:00:00,76,10668,196
8/19/2019,22:15:00,76,10669,196
8/19/2019,22:30:00,77,10736,198
8/19/2019,22:45:00,77,10714,198
8/19/2019,23:00:00,77,10820,200
8/19/2019,23:15:00,77,10813,200
8/19/2019,23:30:00,77,10806,199
8/19/2019,23:45:00,77,10865,199
8/20/2019,00:00:00,77,10840,198
8/20/2019,00:15:00,77,10848,198
8/20/2019,00:30:00,76,10845,198
8/20/2019,00:45:00,76,10840,197
8/20/2019,01:00:00,77,10865,199
8/20/2019,01:15:00,76,10837,197
8/20/2019,01:30:00,76,10810,197
8/20/2019,01:45:00,76,10827,196
8/20/2019,02:00:00,76,10817,197
8/20/2019,02:15:00,76,10790,197
8/20/2019,02:30:00,76,10807,197
8/20/2019,02:45:00,77,10824,197
8/20/2019,03:00:00,77,10809,197
8/20/2019,03:15:00,76,10768,196
8/20/2019,03:30:00,76,10738,195
8/20/2019,03:45:00,76,10736,194
8/20/2019,04:00:00,76,10746,196
8/20/2019,04:15:00,76,10773,197
8/20/2019,04:30:00,76,10740,196
8/20/2019,04:45:00,77,10760,196
8/20/2019,05:00:00,76,10732,195
8/20/2019,05:15:00,76,10748,195
8/20/2019,05:30:00,76,10733,196
8/20/2019,05:45:00,76,10711,195
8/20/2019,06:00:00,76,10722,195
8/20/2019,06:15:00,76,10703,196
8/20/2019,06:30:00,76,10732,196
8/20/2019,06:45:00,76,10747,196
8/20/2019,07:00:00,76,10759,198
8/20/2019,07:15:00,76,10750,196
8/20/2019,07:30:00,76,10769,197
8/20/2019,07:45:00,76,10762,197
8/20/2019,08:00:00,76,10728,195
8/20/2019,08:15:00,76,10708,195
8/20/2019,08:30:00,75,10665,194
8/20/2019,08:45:00,75,10641,193
8/20/2019,09:00:00,75,10552,193
8/20/2019,09:15:00,75,10588,192
8/20/2019,09:30:00,76,10601,193
8/20/2019,09:45:00,76,10644,194
8/20/2019,10:00:00,75,10633,193
8/20/2019,10:15:00,75,10620,194
8/20/2019,10:30:00,75,10608,193
8/20/2019,10:45:00,75,10596,193
8/20/2019,11:00:00,75,10598,193
8/20/2019,11:15:00,75,10581,193
8/20/2019,11:30:00,75,10620,194
8/20/2019,11:45:00,75,10652,193
8/20/2019,12:00:00,75,10598,194
8/20/2019,12:15:00,75,10612,193
8/20/2019,12:30:00,75,10585,192
8/20/2019,12:45:00,75,10584,192
8/20/2019,13:00:00,75,10610,194
8/20/2019,13:15:00,75,10625,193
8/20/2019,13:30:00,75,10616,192
8/20/2019,13:45:00,75,10596,193
8/20/2019,14:00:00,75,10610,193
8/20/2019,14:15:00,74,10546,193
8/20/2019,14:30:00,74,10520,192
8/20/2019,14:45:00,74,10555,193
8/20/2019,15:00:00,74,10598,193
8/20/2019,15:15:00,74,10639,194
8/20/2019,15:30:00,74,10669,194
8/20/2019,15:45:00,75,10674,194
8/20/2019,16:00:00,74,10664,194
8/20/2019,16:15:00,75,10714,195
8/20/2019,16:30:00,74,10673,193
8/20/2019,16:45:00,74,10685,194
8/20/2019,17:00:00,75,10709,195
8/20/2019,17:15:00,75,10691,193
8/20/2019,17:30:00,75,10682,192
8/20/2019,17:45:00,75,10697,192
8/20/2019,18:00:00,75,10673,193
8/20/2019,18:15:00,75,10667,193
8/20/2019,18:30:00,75,10667,194
8/20/2019,18:45:00,75,10688,193
8/20/2019,19:00:00,75,10697,194
8/20/2019,19:15:00,75,10689,194
8/20/2019,19:30:00,75,10667,192
8/20/2019,19:45:00,75,10679,193
8/20/2019,20:00:00,75,10658,191
8/20/2019,20:15:00,75,10614,193
8/20/2019,20:30:00,75,10627,191
8/20/2019,20:45:00,75,10650,194
8/20/2019,21:00:00,75,10654,193
8/20/2019,21:15:00,75,10725,194
8/20/2019,21:30:00,76,10755,194
8/20/2019,21:45:00,76,10735,193
8/20/2019,22:00:00,75,10717,194
8/20/2019,22:15:00,75,10739,193
8/20/2019,22:30:00,76,10764,194
8/20/2019,22:45:00,76,10777,195
8/20/2019,23:00:00,75,10734,194
8/20/2019,23:15:00,75,10735,193
8/20/2019,23:30:00,75,10702,193
8/20/2019,23:45:00,75,10711,194
8/21/2019,00:00:00,75,10735,193
8/21/2019,00:15:00,75,10699,192
8/21/2019,00:30:00,75,10654,190
8/21/2019,00:45:00,75,10641,191
8/21/2019,01:00:00,75,10648,191
8/21/2019,01:15:00,75,10617,191
8/21/2019,01:30:00,75,10604,190
8/21/2019,01:45:00,75,10624,191
8/21/2019,02:00:00,75,10642,192
8/21/2019,02:15:00,75,10617,191
8/21/2019,02:30:00,74,10535,190
8/21/2019,02:45:00,74,10546,190
8/21/2019,03:00:00,75,10556,190
8/21/2019,03:15:00,75,10535,190
8/21/2019,03:30:00,74,10238,188
8/21/2019,03:45:00,74,10236,187
8/21/2019,04:00:00,74,10226,187
8/21/2019,04:15:00,73,10137,184
8/21/2019,04:30:00,73,10115,185
8/21/2019,04:45:00,73,10117,185
8/21/2019,05:00:00,73,10132,185
8/21/2019,05:15:00,74,10187,185
8/21/2019,05:30:00,73,10161,184
8/21/2019,05:45:00,74,10160,185
8/21/2019,06:00:00,73,10172,185
8/21/2019,06:15:00,73,10136,184
8/21/2019,06:30:00,73,10036,183
8/21/2019,06:45:00,73,10093,185
8/21/2019,07:00:00,73,10103,184
8/21/2019,07:15:00,73,10091,183
8/21/2019,07:30:00,72,10116,184
8/21/2019,07:45:00,72,10052,184
8/21/2019,08:00:00,72,10071,183
8/21/2019,08:15:00,72,10104,185
8/21/2019,08:30:00,72,10097,183
8/21/2019,08:45:00,72,10098,183
8/21/2019,09:00:00,72,10083,184
8/21/2019,09:15:00,72,10104,184
8/21/2019,09:30:00,72,10157,186
8/21/2019,09:45:00,72,10130,184
8/21/2019,10:00:00,72,10130,184
8/21/2019,10:15:00,72,10079,183
8/21/2019,10:30:00,71,10012,184
8/21/2019,10:45:00,72,10070,184
8/21/2019,11:00:00,72,10083,184
8/21/2019,11:15:00,71,10074,184
8/21/2019,11:30:00,72,10085,183
8/21/2019,11:45:00,72,10100,185
8/21/2019,12:00:00,72,10076,184
8/21/2019,12:15:00,71,9999,180
8/21/2019,12:30:00,70,9860,178
8/21/2019,12:45:00,70,9891,180
8/21/2019,13:00:00,70,9881,179
8/21/2019,13:15:00,70,9906,179
8/21/2019,13:30:00,70,9867,178
8/21/2019,13:45:00,70,9881,179
8/21/2019,14:00:00,71,9910,180
8/21/2019,14:15:00,71,9973,181
8/21/2019,14:30:00,71,9949,180
8/21/2019,14:45:00,71,9947,181
8/21/2019,15:00:00,71,9960,180
8/21/2019,15:15:00,72,9979,180
8/21/2019,15:30:00,71,9931,179
8/21/2019,15:45:00,71,9914,180
8/21/2019,16:00:00,73,10031,182
8/21/2019,16:15:00,73,10059,182
8/21/2019,16:30:00,73,10028,182
8/21/2019,16:45:00,73,10062,182
8/21/2019,17:00:00,73,10041,182
8/21/2019,17:15:00,73,10028,182
8/21/2019,17:30:00,73,10037,181
8/21/2019,17:45:00,73,10046,182
8/21/2019,18:00:00,73,10040,182
8/21/2019,18:15:00,73,10047,181
8/21/2019,18:30:00,72,10029,182
8/21/2019,18:45:00,72,10009,180
8/21/2019,19:00:00,72,9997,180
8/21/2019,19:15:00,73,10021,182
8/21/2019,19:30:00,73,10036,182
8/21/2019,19:45:00,73,10044,183
8/21/2019,20:00:00,74,10105,183
8/21/2019,20:15:00,73,10110,183
8/21/2019,20:30:00,74,10069,182
8/21/2019,20:45:00,74,10094,183
8/21/2019,21:00:00,74,10110,183
8/21/2019,21:15:00,74,10094,182
8/21/2019,21:30:00,73,10020,181
8/21/2019,21:45:00,73,9984,180
8/21/2019,22:00:00,73,10012,182
8/21/2019,22:15:00,73,10024,181
8/21/2019,22:30:00,73,10008,180
8/21/2019,22:45:00,73,10000,181
8/21/2019,23:00:00,73,10001,181
8/21/2019,23:15:00,73,9992,181
8/21/2019,23:30:00,73,10050,184
8/21/2019,23:45:00,73,10071,184
8/22/2019,00:00:00,73,10042,184
8/22/2019,00:15:00,73,10017,184
8/22/2019,00:30:00,73,10008,184
8/22/2019,00:45:00,73,10015,184
8/22/2019,01:00:00,72,9983,183
8/22/2019,01:15:00,72,9881,181
8/22/2019,01:30:00,71,9873,183
8/22/2019,01:45:00,71,9753,180
8/22/2019,02:00:00,71,9747,179
8/22/2019,02:15:00,72,9790,181
8/22/2019,02:30:00,72,9793,180
8/22/2019,02:45:00,72,9861,181
8/22/2019,03:00:00,72,9861,181
8/22/2019,03:15:00,72,9852,182
8/22/2019,03:30:00,72,9838,180
8/22/2019,03:45:00,71,9812,180
8/22/2019,04:00:00,72,9889,182
8/22/2019,04:15:00,72,9924,181
8/22/2019,04:30:00,72,9896,181
8/22/2019,04:45:00,73,9905,181
8/22/2019,05:00:00,72,9927,182
8/22/2019,05:15:00,73,9930,183
8/22/2019,05:30:00,72,9889,181
8/22/2019,05:45:00,72,9910,182
8/22/2019,06:00:00,72,9838,182
8/22/2019,06:15:00,72,9904,181
8/22/2019,06:30:00,73,9953,183
8/22/2019,06:45:00,73,9934,183
8/22/2019,07:00:00,72,9921,181
8/22/2019,07:15:00,73,9939,182
8/22/2019,07:30:00,73,9937,181
8/22/2019,07:45:00,72,9907,182
8/22/2019,08:00:00,72,9857,180
8/22/2019,08:15:00,72,9893,181
8/22/2019,08:30:00,73,9859,181
8/22/2019,08:45:00,72,9864,183
8/22/2019,09:00:00,73,9898,182
8/22/2019,09:15:00,73,9907,182
8/22/2019,09:30:00,73,9909,182
8/22/2019,09:45:00,73,9922,182
8/22/2019,10:00:00,73,9973,184
8/22/2019,10:15:00,73,9977,183
8/22/2019,10:30:00,73,9990,183
8/22/2019,10:45:00,73,9960,182
8/22/2019,11:00:00,73,9902,183
8/22/2019,11:15:00,73,9883,182
8/22/2019,11:30:00,73,9875,183
8/22/2019,11:45:00,73,9904,182
8/22/2019,12:00:00,74,9938,184
8/22/2019,12:15:00,74,9953,183
8/22/2019,12:30:00,74,9991,185
8/22/2019,12:45:00,74,9988,184
8/22/2019,13:00:00,74,10072,185
8/22/2019,13:15:00,74,10049,185
8/22/2019,13:30:00,74,10022,185
8/22/2019,13:45:00,74,10060,186
8/22/2019,14:00:00,74,10059,185
8/22/2019,14:15:00,73,10030,184
8/22/2019,14:30:00,73,10011,184
8/22/2019,14:45:00,74,10040,185
8/22/2019,15:00:00,74,10062,188
8/22/2019,15:15:00,74,10066,187
8/22/2019,15:30:00,73,10039,187
8/22/2019,15:45:00,74,10052,188
8/22/2019,16:00:00,74,10032,188
8/22/2019,16:15:00,73,10016,188
8/22/2019,16:30:00,73,10063,188
8/22/2019,16:45:00,74,10061,190
8/22/2019,17:00:00,74,10085,191
8/22/2019,17:15:00,74,10100,191
8/22/2019,17:30:00,74,10103,191
8/22/2019,17:45:00,74,10106,191
8/22/2019,18:00:00,74,10146,192
8/22/2019,18:15:00,74,10146,190
8/22/2019,18:30:00,74,10162,190
8/22/2019,18:45:00,74,10134,190
8/22/2019,19:00:00,74,10141,191
8/22/2019,19:15:00,73,10110,188
8/22/2019,19:30:00,74,10121,189
8/22/2019,19:45:00,74,10114,189
8/22/2019,20:00:00,74,10133,190
8/22/2019,20:15:00,74,10134,189
8/22/2019,20:30:00,74,10153,191
8/22/2019,20:45:00,74,10122,189
8/22/2019,21:00:00,73,10084,188
8/22/2019,21:15:00,73,10096,188
8/22/2019,21:30:00,73,10068,187
8/22/2019,21:45:00,73,10085,189
8/22/2019,22:00:00,74,10131,191
8/22/2019,22:15:00,74,10121,190
8/22/2019,22:30:00,74,10101,190
8/22/2019,22:45:00,74,10105,190
8/22/2019,23:00:00,74,10082,189
8/22/2019,23:15:00,74,10058,188
8/22/2019,23:30:00,73,10060,188
8/22/2019,23:45:00,73,10057,186
8/23/2019,00:00:00,73,10019,187
8/23/2019,00:15:00,73,10009,185
8/23/2019,00:30:00,73,10038,186
8/23/2019,00:45:00,73,10066,189
8/23/2019,01:00:00,73,10032,188
8/23/2019,01:15:00,73,10060,189
8/23/2019,01:30:00,73,10053,187
8/23/2019,01:45:00,73,10040,188
8/23/2019,02:00:00,73,10057,188
8/23/2019,02:15:00,73,10033,187
8/23/2019,02:30:00,73,10042,188
8/23/2019,02:45:00,73,10050,188
8/23/2019,03:00:00,73,10071,188
8/23/2019,03:15:00,73,10064,188
8/23/2019,03:30:00,73,10103,187
8/23/2019,03:45:00,73,10094,188
8/23/2019,04:00:00,73,10092,187
8/23/2019,04:15:00,74,10115,189
8/23/2019,04:30:00,74,10131,189
8/23/2019,04:45:00,74,10120,188
8/23/2019,05:00:00,74,10108,188
8/23/2019,05:15:00,73,10110,188
8/23/2019,05:30:00,73,10080,188
8/23/2019,05:45:00,73,10090,187
8/23/2019,06:00:00,73,10071,188
8/23/2019,06:15:00,73,10102,187
8/23/2019,06:30:00,74,10174,190
8/23/2019,06:45:00,74,10179,190
8/23/2019,07:00:00,74,10166,190
8/23/2019,07:15:00,74,10144,189
8/23/2019,07:30:00,74,10161,190
8/23/2019,07:45:00,74,10179,190
8/23/2019,08:00:00,74,10144,189
8/23/2019,08:15:00,74,10134,189
8/23/2019,08:30:00,74,10119,189
8/23/2019,08:45:00,74,10114,189
8/23/2019,09:00:00,74,10107,188
8/23/2019,09:15:00,74,10126,189
8/23/2019,09:30:00,74,10119,188
8/23/2019,09:45:00,73,10071,188
8/23/2019,10:00:00,73,10063,187
8/23/2019,10:15:00,73,10079,188
8/23/2019,10:30:00,73,10084,186
8/23/2019,10:45:00,73,10078,187
8/23/2019,11:00:00,73,10058,186
8/23/2019,11:15:00,73,10087,186
8/23/2019,11:30:00,73,10090,186
8/23/2019,11:45:00,73,10081,186
8/23/2019,12:00:00,73,10101,188
8/23/2019,12:15:00,73,10124,189
8/23/2019,12:30:00,73,10148,189
8/23/2019,12:45:00,73,10160,189
8/23/2019,13:00:00,73,10131,188
8/23/2019,13:15:00,73,10143,188
8/23/2019,13:30:00,74,10343,191
8/23/2019,13:45:00,75,10316,190
8/23/2019,14:00:00,75,10336,192
8/23/2019,14:15:00,75,10352,193
8/23/2019,14:30:00,75,10338,192
8/23/2019,14:45:00,75,10359,192
8/23/2019,15:00:00,75,10373,191
8/23/2019,15:15:00,75,10357,191
8/23/2019,15:30:00,75,10342,192
8/23/2019,15:45:00,75,10354,192
8/23/2019,16:00:00,75,10347,190
8/23/2019,16:15:00,75,10364,192
8/23/2019,16:30:00,75,10371,191
8/23/2019,16:45:00,75,10354,191
8/23/2019,17:00:00,75,10358,191
8/23/2019,17:15:00,75,10350,191
8/23/2019,17:30:00,75,10369,191
8/23/2019,17:45:00,75,10354,191
8/23/2019,18:00:00,75,10356,192
8/23/2019,18:15:00,75,10353,190
8/23/2019,18:30:00,75,10356,191
8/23/2019,18:45:00,75,10367,191
8/23/2019,19:00:00,75,10359,191
8/23/2019,19:15:00,75,10351,191
8/23/2019,19:30:00,75,10344,190
8/23/2019,19:45:00,75,10365,190
8/23/2019,20:00:00,75,10372,191
8/23/2019,20:15:00,74,10350,189
8/23/2019,20:30:00,75,10302,190
8/23/2019,20:45:00,75,10304,190
8/23/2019,21:00:00,75,10304,190
8/23/2019,21:15:00,75,10304,190
8/23/2019,21:30:00,75,10304,190
8/23/2019,21:45:00,75,10304,190
8/23/2019,22:00:00,75,10304,190
8/23/2019,22:15:00,75,10304,190
8/23/2019,22:30:00,75,10304,190
8/23/2019,22:45:00,75,10304,190
8/23/2019,23:00:00,75,10304,190
8/23/2019,23:15:00,75,10304,190
8/23/2019,23:30:00,75,10304,190
8/23/2019,23:45:00,75,10304,190
8/24/2019,00:00:00,75,10304,190
8/24/2019,00:15:00,75,10304,190
8/24/2019,00:30:00,75,10304,190
8/24/2019,00:45:00,75,10304,190
8/24/2019,01:00:00,75,10304,190
8/24/2019,01:15:00,75,10304,190
8/24/2019,01:30:00,75,10304,190
8/24/2019,01:45:00,75,10304,190
8/24/2019,02:00:00,75,10304,190
8/24/2019,02:15:00,75,10304,190
8/24/2019,02:30:00,75,10304,190
8/24/2019,02:45:00,75,10304,190
8/24/2019,03:00:00,74,10304,190
8/24/2019,03:15:00,74,10304,190
8/24/2019,03:30:00,74,10304,190
8/24/2019,03:45:00,74,10304,190
8/24/2019,04:00:00,74,10304,190
8/24/2019,04:15:00,74,10304,190
8/24/2019,04:30:00,74,10304,190
8/24/2019,04:45:00,74,10304,190
8/24/2019,05:00:00,74,10304,190
8/24/2019,05:15:00,74,10304,190
8/24/2019,05:30:00,74,10304,190
8/24/2019,05:45:00,74,10304,190
8/24/2019,06:00:00,74,10304,190
8/24/2019,06:15:00,74,10304,190
8/24/2019,06:30:00,74,10304,190
8/24/2019,06:45:00,74,10304,190
8/24/2019,07:00:00,73,10304,190
8/24/2019,07:15:00,73,10304,190
8/24/2019,07:30:00,74,10304,190
8/24/2019,07:45:00,74,10304,190
8/24/2019,08:00:00,74,10304,190
8/24/2019,08:15:00,73,10304,190
8/24/2019,08:30:00,73,10304,190
8/24/2019,08:45:00,73,10304,190
8/24/2019,09:00:00,73,10304,190
8/24/2019,09:15:00,72,10304,190
8/24/2019,09:30:00,72,10304,190
8/24/2019,09:45:00,72,10304,190
8/24/2019,10:00:00,72,10304,190
8/24/2019,10:15:00,72,10304,190
8/24/2019,10:30:00,72,10304,190
8/24/2019,10:45:00,72,10304,190
8/24/2019,11:00:00,72,10304,190
8/24/2019,11:15:00,72,10304,190
8/24/2019,11:30:00,72,10304,190
8/24/2019,11:45:00,72,10304,190
8/24/2019,12:00:00,72,10304,190
8/24/2019,12:15:00,72,10304,190
8/24/2019,12:30:00,72,10304,190
8/24/2019,12:45:00,72,10304,190
8/24/2019,13:00:00,72,10304,190
8/24/2019,13:15:00,72,10304,190
8/24/2019,13:30:00,72,10304,190
8/24/2019,13:45:00,72,10304,190
8/24/2019,14:00:00,72,10304,190
8/24/2019,14:15:00,72,10304,190
8/24/2019,14:30:00,72,10304,190
8/24/2019,14:45:00,72,10304,190
8/24/2019,15:00:00,72,10304,190
8/24/2019,15:15:00,72,10304,190
8/24/2019,15:30:00,72,10304,190
8/24/2019,15:45:00,72,10304,190
8/24/2019,16:00:00,72,10304,190
8/24/2019,16:15:00,72,10304,190
8/24/2019,16:30:00,73,10304,190
8/24/2019,16:45:00,73,10304,190
8/24/2019,17:00:00,73,10304,190
8/24/2019,17:15:00,73,10304,190
8/24/2019,17:30:00,73,10304,190
8/24/2019,17:45:00,73,10304,190
8/24/2019,18:00:00,73,10304,190
8/24/2019,18:15:00,73,10304,190
8/24/2019,18:30:00,73,10304,190
8/24/2019,18:45:00,73,10304,190
8/24/2019,19:00:00,73,10304,190
8/24/2019,19:15:00,73,10304,190
8/24/2019,19:30:00,73,10304,190
8/24/2019,19:45:00,73,10304,190
8/24/2019,20:00:00,73,10304,190
8/24/2019,20:15:00,73,10304,190
8/24/2019,20:30:00,73,10304,190
