Date,Time,LTC,BTC,ETH
9/15/2018,00:00:00,58,6475,217
9/15/2018,00:15:00,58,6475,217
9/15/2018,00:30:00,58,6475,217
9/15/2018,00:45:00,58,6475,217
9/15/2018,01:00:00,58,6475,217
9/15/2018,01:15:00,58,6475,217
9/15/2018,01:30:00,58,6475,217
9/15/2018,01:45:00,58,6475,217
9/15/2018,02:00:00,58,6475,217
9/15/2018,02:15:00,58,6475,217
9/15/2018,02:30:00,58,6475,217
9/15/2018,02:45:00,58,6475,217
9/15/2018,03:00:00,58,6475,217
9/15/2018,03:15:00,58,6475,217
9/15/2018,03:30:00,58,6475,217
9/15/2018,03:45:00,58,6475,217
9/15/2018,04:00:00,58,6475,217
9/15/2018,04:15:00,58,6475,217
9/15/2018,04:30:00,58,6475,217
9/15/2018,04:45:00,58,6475,217
9/15/2018,05:00:00,58,6475,217
9/15/2018,05:15:00,58,6475,217
9/15/2018,05:30:00,58,6475,217
9/15/2018,05:45:00,58,6475,217
9/15/2018,06:00:00,58,6475,217
9/15/2018,06:15:00,58,6475,217
9/15/2018,06:30:00,58,6475,217
9/15/2018,06:45:00,58,6475,217
9/15/2018,07:00:00,58,6475,217
9/15/2018,07:15:00,58,6475,217
9/15/2018,07:30:00,58,6475,217
9/15/2018,07:45:00,58,6475,217
9/15/2018,08:00:00,58,6475,217
9/15/2018,08:15:00,58,6475,217
9/15/2018,08:30:00,58,6475,217
9/15/2018,08:45:00,58,6475,217
9/15/2018,09:00:00,58,6475,217
9/15/2018,09:15:00,58,6475,217
9/15/2018,09:30:00,58,6475,217
9/15/2018,09:45:00,58,6475,217
9/15/2018,10:00:00,58,6475,217
9/15/2018,10:15:00,58,6475,217
9/15/2018,10:30:00,58,6475,217
9/15/2018,10:45:00,58,6475,217
9/15/2018,11:00:00,58,6475,217
9/15/2018,11:15:00,58,6475,217
9/15/2018,11:30:00,58,6475,217
9/15/2018,11:45:00,58,6475,217
9/15/2018,12:00:00,58,6475,217
9/15/2018,12:15:00,58,6475,217
9/15/2018,12:30:00,58,6475,217
9/15/2018,12:45:00,58,6475,217
9/15/2018,13:00:00,58,6475,217
9/15/2018,13:15:00,58,6475,217
9/15/2018,13:30:00,58,6475,217
9/15/2018,13:45:00,58,6475,217
9/15/2018,14:00:00,58,6475,217
9/15/2018,14:15:00,58,6475,217
9/15/2018,14:30:00,58,6475,217
9/15/2018,14:45:00,58,6475,217
9/15/2018,15:00:00,58,6475,217
9/15/2018,15:15:00,58,6475,217
9/15/2018,15:30:00,58,6475,217
9/15/2018,15:45:00,58,6475,217
9/15/2018,16:00:00,58,6475,217
9/15/2018,16:15:00,58,6475,217
9/15/2018,16:30:00,58,6475,217
9/15/2018,16:45:00,58,6475,217
9/15/2018,17:00:00,58,6475,217
9/15/2018,17:15:00,58,6475,217
9/15/2018,17:30:00,58,6475,217
9/15/2018,17:45:00,58,6475,217
9/15/2018,18:00:00,58,6475,217
9/15/2018,18:15:00,58,6475,217
9/15/2018,18:30:00,58,6475,217
9/15/2018,18:45:00,58,6475,217
9/15/2018,19:00:00,58,6475,217
9/15/2018,19:15:00,58,6475,217
9/15/2018,19:30:00,58,6475,217
9/15/2018,19:45:00,58,6475,217
9/15/2018,20:00:00,58,6475,217
9/15/2018,20:15:00,58,6475,217
9/15/2018,20:30:00,58,6475,217
9/15/2018,20:45:00,58,6475,217
9/15/2018,21:00:00,58,6475,217
9/15/2018,21:15:00,58,6475,217
9/15/2018,21:30:00,58,6475,217
9/15/2018,21:45:00,58,6475,217
9/15/2018,22:00:00,58,6475,217
9/15/2018,22:15:00,58,6475,217
9/15/2018,22:30:00,58,6475,217
9/15/2018,22:45:00,58,6475,217
9/15/2018,23:00:00,58,6475,217
9/15/2018,23:15:00,58,6475,217
9/15/2018,23:30:00,58,6475,217
9/15/2018,23:45:00,58,6475,217
9/16/2018,00:00:00,58,6475,217
9/16/2018,00:15:00,58,6475,217
9/16/2018,00:30:00,58,6475,217
9/16/2018,00:45:00,58,6475,217
9/16/2018,01:00:00,58,6475,217
9/16/2018,01:15:00,58,6475,217
9/16/2018,01:30:00,58,6475,217
9/16/2018,01:45:00,58,6475,217
9/16/2018,02:00:00,58,6475,217
9/16/2018,02:15:00,58,6475,217
9/16/2018,02:30:00,58,6475,217
9/16/2018,02:45:00,58,6475,217
9/16/2018,03:00:00,58,6475,217
9/16/2018,03:15:00,58,6475,217
9/16/2018,03:30:00,58,6475,217
9/16/2018,03:45:00,58,6475,217
9/16/2018,04:00:00,58,6475,217
9/16/2018,04:15:00,58,6475,217
9/16/2018,04:30:00,58,6475,217
9/16/2018,04:45:00,58,6475,217
9/16/2018,05:00:00,58,6475,217
9/16/2018,05:15:00,58,6475,217
9/16/2018,05:30:00,58,6475,217
9/16/2018,05:45:00,58,6475,217
9/16/2018,06:00:00,58,6475,217
9/16/2018,06:15:00,58,6475,217
9/16/2018,06:30:00,58,6475,217
9/16/2018,06:45:00,58,6475,217
9/16/2018,07:00:00,58,6475,217
9/16/2018,07:15:00,58,6475,217
9/16/2018,07:30:00,58,6475,217
9/16/2018,07:45:00,58,6475,217
9/16/2018,08:00:00,58,6475,217
9/16/2018,08:15:00,58,6475,217
9/16/2018,08:30:00,58,6475,217
9/16/2018,08:45:00,58,6475,217
9/16/2018,09:00:00,58,6475,217
9/16/2018,09:15:00,58,6475,217
9/16/2018,09:30:00,58,6475,217
9/16/2018,09:45:00,58,6475,217
9/16/2018,10:00:00,58,6475,217
9/16/2018,10:15:00,58,6475,217
9/16/2018,10:30:00,58,6475,217
9/16/2018,10:45:00,58,6475,217
9/16/2018,11:00:00,58,6475,217
9/16/2018,11:15:00,58,6475,217
9/16/2018,11:30:00,58,6475,217
9/16/2018,11:45:00,58,6475,217
9/16/2018,12:00:00,58,6475,217
9/16/2018,12:15:00,58,6475,217
9/16/2018,12:30:00,58,6475,217
9/16/2018,12:45:00,58,6475,217
9/16/2018,13:00:00,58,6475,217
9/16/2018,13:15:00,58,6475,217
9/16/2018,13:30:00,58,6475,217
9/16/2018,13:45:00,58,6475,217
9/16/2018,14:00:00,58,6475,217
9/16/2018,14:15:00,58,6475,217
9/16/2018,14:30:00,58,6475,217
9/16/2018,14:45:00,58,6475,217
9/16/2018,15:00:00,58,6475,217
9/16/2018,15:15:00,58,6475,217
9/16/2018,15:30:00,58,6475,217
9/16/2018,15:45:00,58,6475,217
9/16/2018,16:00:00,58,6475,217
9/16/2018,16:15:00,58,6475,217
9/16/2018,16:30:00,58,6475,217
9/16/2018,16:45:00,58,6475,217
9/16/2018,17:00:00,58,6475,217
9/16/2018,17:15:00,58,6475,217
9/16/2018,17:30:00,58,6475,217
9/16/2018,17:45:00,58,6475,217
9/16/2018,18:00:00,58,6475,217
9/16/2018,18:15:00,58,6475,217
9/16/2018,18:30:00,58,6475,217
9/16/2018,18:45:00,58,6475,217
9/16/2018,19:00:00,58,6475,217
9/16/2018,19:15:00,58,6475,217
9/16/2018,19:30:00,58,6475,217
9/16/2018,19:45:00,58,6475,217
9/16/2018,20:00:00,58,6475,217
9/16/2018,20:15:00,58,6475,217
9/16/2018,20:30:00,58,6475,217
9/16/2018,20:45:00,58,6475,217
9/16/2018,21:00:00,57,6443,220
9/16/2018,21:15:00,57,6443,220
9/16/2018,21:30:00,57,6441,219
9/16/2018,21:45:00,57,6434,218
9/16/2018,22:00:00,57,6423,217
9/16/2018,22:15:00,57,6427,217
9/16/2018,22:30:00,57,6430,218
9/16/2018,22:45:00,57,6433,218
9/16/2018,23:00:00,57,6433,218
9/16/2018,23:15:00,57,6439,219
9/16/2018,23:30:00,57,6438,218
9/16/2018,23:45:00,57,6438,218
9/17/2018,00:00:00,58,6462,221
9/17/2018,00:15:00,58,6463,222
9/17/2018,00:30:00,58,6464,221
9/17/2018,00:45:00,58,6465,222
9/17/2018,01:00:00,57,6461,221
9/17/2018,01:15:00,57,6456,220
9/17/2018,01:30:00,57,6453,221
9/17/2018,01:45:00,58,6456,221
9/17/2018,02:00:00,57,6451,220
9/17/2018,02:15:00,57,6448,220
9/17/2018,02:30:00,58,6455,221
9/17/2018,02:45:00,58,6455,222
9/17/2018,03:00:00,58,6446,221
9/17/2018,03:15:00,57,6450,221
9/17/2018,03:30:00,57,6452,221
9/17/2018,03:45:00,57,6453,221
9/17/2018,04:00:00,57,6451,221
9/17/2018,04:15:00,57,6422,217
9/17/2018,04:30:00,57,6435,218
9/17/2018,04:45:00,57,6417,217
9/17/2018,05:00:00,57,6421,217
9/17/2018,05:15:00,57,6409,216
9/17/2018,05:30:00,57,6419,218
9/17/2018,05:45:00,57,6422,218
9/17/2018,06:00:00,57,6413,217
9/17/2018,06:15:00,57,6421,218
9/17/2018,06:30:00,57,6427,218
9/17/2018,06:45:00,57,6424,217
9/17/2018,07:00:00,56,6406,216
9/17/2018,07:15:00,56,6408,216
9/17/2018,07:30:00,56,6412,216
9/17/2018,07:45:00,56,6417,216
9/17/2018,08:00:00,56,6410,214
9/17/2018,08:15:00,56,6413,215
9/17/2018,08:30:00,55,6408,214
9/17/2018,08:45:00,56,6413,215
9/17/2018,09:00:00,56,6407,214
9/17/2018,09:15:00,56,6426,216
9/17/2018,09:30:00,56,6428,217
9/17/2018,09:45:00,56,6430,218
9/17/2018,10:00:00,56,6433,220
9/17/2018,10:15:00,56,6427,219
9/17/2018,10:30:00,56,6423,218
9/17/2018,10:45:00,56,6413,217
9/17/2018,11:00:00,56,6419,219
9/17/2018,11:15:00,56,6415,218
9/17/2018,11:30:00,56,6413,217
9/17/2018,11:45:00,56,6411,217
9/17/2018,12:00:00,56,6393,217
9/17/2018,12:15:00,56,6392,217
9/17/2018,12:30:00,56,6398,217
9/17/2018,12:45:00,56,6390,215
9/17/2018,13:00:00,55,6386,216
9/17/2018,13:15:00,56,6393,216
9/17/2018,13:30:00,56,6374,215
9/17/2018,13:45:00,55,6357,215
9/17/2018,14:00:00,55,6303,213
9/17/2018,14:15:00,54,6281,212
9/17/2018,14:30:00,54,6288,212
9/17/2018,14:45:00,54,6290,212
9/17/2018,15:00:00,53,6221,207
9/17/2018,15:15:00,53,6204,205
9/17/2018,15:30:00,53,6169,202
9/17/2018,15:45:00,53,6202,205
9/17/2018,16:00:00,53,6209,204
9/17/2018,16:15:00,53,6212,205
9/17/2018,16:30:00,53,6223,206
9/17/2018,16:45:00,53,6203,203
9/17/2018,17:00:00,53,6216,205
9/17/2018,17:15:00,53,6209,202
9/17/2018,17:30:00,54,6219,202
9/17/2018,17:45:00,54,6229,204
9/17/2018,18:00:00,54,6251,205
9/17/2018,18:15:00,54,6249,204
9/17/2018,18:30:00,53,6237,202
9/17/2018,18:45:00,54,6234,203
9/17/2018,19:00:00,54,6247,203
9/17/2018,19:15:00,53,6232,202
9/17/2018,19:30:00,53,6234,202
9/17/2018,19:45:00,52,6208,195
9/17/2018,20:00:00,52,6181,192
9/17/2018,20:15:00,52,6177,192
9/17/2018,20:30:00,52,6170,193
9/17/2018,20:45:00,52,6156,193
9/17/2018,21:00:00,52,6186,195
9/17/2018,21:15:00,52,6183,194
9/17/2018,21:30:00,52,6192,196
9/17/2018,21:45:00,52,6189,195
9/17/2018,22:00:00,52,6172,193
9/17/2018,22:15:00,52,6181,194
9/17/2018,22:30:00,52,6196,195
9/17/2018,22:45:00,52,6188,194
9/17/2018,23:00:00,52,6209,196
9/17/2018,23:15:00,52,6209,196
9/17/2018,23:30:00,52,6202,195
9/17/2018,23:45:00,52,6192,194
9/18/2018,00:00:00,52,6182,194
9/18/2018,00:15:00,52,6184,194
9/18/2018,00:30:00,52,6193,195
9/18/2018,00:45:00,52,6189,195
9/18/2018,01:00:00,52,6190,195
9/18/2018,01:15:00,52,6192,196
9/18/2018,01:30:00,52,6193,196
9/18/2018,01:45:00,52,6193,196
9/18/2018,02:00:00,52,6178,194
9/18/2018,02:15:00,52,6185,195
9/18/2018,02:30:00,52,6185,195
9/18/2018,02:45:00,52,6186,195
9/18/2018,03:00:00,51,6176,194
9/18/2018,03:15:00,51,6184,194
9/18/2018,03:30:00,51,6186,194
9/18/2018,03:45:00,51,6179,193
9/18/2018,04:00:00,51,6187,193
9/18/2018,04:15:00,51,6192,194
9/18/2018,04:30:00,51,6187,193
9/18/2018,04:45:00,51,6202,195
9/18/2018,05:00:00,52,6210,196
9/18/2018,05:15:00,51,6214,196
9/18/2018,05:30:00,51,6201,195
9/18/2018,05:45:00,52,6211,196
9/18/2018,06:00:00,52,6212,196
9/18/2018,06:15:00,52,6215,196
9/18/2018,06:30:00,52,6204,195
9/18/2018,06:45:00,52,6206,196
9/18/2018,07:00:00,52,6212,196
9/18/2018,07:15:00,52,6208,196
9/18/2018,07:30:00,52,6211,196
9/18/2018,07:45:00,52,6221,198
9/18/2018,08:00:00,52,6223,198
9/18/2018,08:15:00,52,6203,196
9/18/2018,08:30:00,52,6204,197
9/18/2018,08:45:00,52,6196,195
9/18/2018,09:00:00,51,6193,195
9/18/2018,09:15:00,51,6186,195
9/18/2018,09:30:00,52,6196,195
9/18/2018,09:45:00,52,6197,196
9/18/2018,10:00:00,51,6201,196
9/18/2018,10:15:00,51,6198,195
9/18/2018,10:30:00,51,6192,195
9/18/2018,10:45:00,51,6187,194
9/18/2018,11:00:00,51,6185,194
9/18/2018,11:15:00,52,6199,195
9/18/2018,11:30:00,52,6207,196
9/18/2018,11:45:00,53,6225,198
9/18/2018,12:00:00,52,6211,197
9/18/2018,12:15:00,53,6262,206
9/18/2018,12:30:00,53,6268,206
9/18/2018,12:45:00,53,6263,206
9/18/2018,13:00:00,54,6302,210
9/18/2018,13:15:00,54,6299,208
9/18/2018,13:30:00,54,6300,209
9/18/2018,13:45:00,54,6306,210
9/18/2018,14:00:00,54,6291,208
9/18/2018,14:15:00,54,6296,209
9/18/2018,14:30:00,54,6299,209
9/18/2018,14:45:00,55,6302,209
9/18/2018,15:00:00,55,6298,211
9/18/2018,15:15:00,54,6282,209
9/18/2018,15:30:00,55,6285,209
9/18/2018,15:45:00,55,6297,210
9/18/2018,16:00:00,55,6293,210
9/18/2018,16:15:00,55,6288,210
9/18/2018,16:30:00,55,6301,212
9/18/2018,16:45:00,54,6287,210
9/18/2018,17:00:00,54,6254,208
9/18/2018,17:15:00,54,6268,208
