Date,Time,AUDJPY,AUDUSD,EURCHF,EURGBP,EURJPY,EURUSD,GBPUSD,NZDUSD,USDCAD,USDCHF,USDJPY,SILVER,GOLD,NAS,DAX,CAC,FTSE,DOW
03/01/2010,17:00:00,80.344,0.89981,1.46319,0.90176,120.735,1.3522,1.49923,0.69922,1.0419,1.08209,89.287,16.56,1096.89001,1844,5711,3765,5402,10405
03/01/2010,17:15:00,80.342,0.90002,1.46324,0.90188,120.703,1.35216,1.49893,0.69918,1.0424,1.08211,89.267,16.53,1099.34998,1844,5710,3762,5399,10399
03/01/2010,17:30:00,80.39,0.90067,1.4633,0.90179,120.72,1.35266,1.49971,0.69969,1.04209,1.08184,89.247,16.55,1098.80005,1844,5711,3763,5400,10399
03/01/2010,17:45:00,80.309,0.90051,1.4633,0.90179,120.715,1.35365,1.50084,0.69957,1.0421,1.08099,89.177,16.52,1097.55005,1843,5708,3760,5400,10389
03/01/2010,18:00:00,80.273,0.90025,1.46343,0.90245,120.755,1.35426,1.50038,0.69954,1.04195,1.08059,89.165,16.5,1095.55005,1843,5711,3762,5402,10393
03/01/2010,18:15:00,80.202,0.89962,1.46341,0.90334,120.725,1.3542,1.49884,0.69909,1.04248,1.08067,89.15,16.43,1093.25,1843,5709,3761,5401,10390
03/01/2010,18:30:00,80.174,0.89927,1.46346,0.90365,120.75,1.35441,1.49855,0.69894,1.04231,1.08054,89.15,16.44,1095.5,1844,5711,3762,5405,10399
03/01/2010,18:45:00,80.209,0.89959,1.4634,0.90455,120.87,1.35571,1.49854,0.69928,1.04195,1.07936,89.16,16.49,1095.80005,1845,5708,3762,5405,10401
03/01/2010,19:00:00,80.232,0.89986,1.46323,0.90408,120.844,1.35545,1.49899,0.69932,1.0413,1.07944,89.16,16.48,1094.65002,1845,5711,3763,5405,10401
03/01/2010,19:15:00,80.21,0.89971,1.46335,0.90426,120.905,1.35619,1.49949,0.69931,1.04163,1.079,89.15,16.5,1095.40002,1846,5711,3763,5408,10398
03/01/2010,19:30:00,80.223,0.89951,1.46342,0.90465,120.926,1.35593,1.49849,0.69922,1.04215,1.0793,89.186,16.47,1095.25,1845,5712,3763,5408,10396
03/01/2010,19:45:00,80.188,0.9006,1.46333,0.90448,120.86,1.35739,1.50049,0.69954,1.04126,1.07804,89.037,16.48,1095.09998,1844,5711,3764,5407,10394
03/01/2010,20:00:00,80.23,0.90097,1.46331,0.90443,120.73,1.35581,1.49869,0.69965,1.042,1.07929,89.047,16.45,1095.59998,1843,5705,3763,5404,10387
03/01/2010,20:15:00,80.24,0.90109,1.46345,0.90467,120.733,1.35591,1.49859,0.6997,1.04215,1.07929,89.046,16.45,1098.19995,1845,5707,3763,5405,10395
03/01/2010,20:30:00,80.164,0.90026,1.46345,0.9047,120.715,1.35558,1.49807,0.69915,1.04223,1.07959,89.047,16.42,1097.80005,1844,5707,3762,5403,10396
03/01/2010,20:45:00,80.214,0.90044,1.46336,0.90448,120.78,1.35578,1.49874,0.69916,1.04154,1.07939,89.084,16.42,1098.44995,1844,5712,3763,5407,10395
03/01/2010,21:00:00,80.271,0.90106,1.46325,0.90435,120.805,1.35601,1.49923,0.69942,1.04217,1.07904,89.09,16.43,1098.09998,1842,5722,3768,5425,10394
03/01/2010,21:15:00,80.251,0.90066,1.46327,0.90431,120.8,1.3557,1.49877,0.69842,1.0419,1.07929,89.102,16.44,1098.40002,1844,5717,3769,5427,10393
03/01/2010,21:30:00,80.27,0.90091,1.46331,0.90435,120.801,1.35572,1.49885,0.69942,1.04155,1.07929,89.096,16.45,1097.69995,1844,5722,3773,5423,10396
03/01/2010,21:45:00,80.273,0.90079,1.46317,0.9043,120.822,1.35584,1.49876,0.69941,1.04109,1.07898,89.109,16.45,1098,1844,5717,3769,5409,10395
03/01/2010,22:00:00,80.269,0.90066,1.4633,0.90465,120.873,1.3562,1.49874,0.69948,1.04169,1.07899,89.123,16.44,1098.94995,1844,5727,3775,5413,10394
03/01/2010,22:15:00,80.267,0.90077,1.46334,0.90426,120.857,1.35627,1.49969,0.69957,1.04106,1.0789,89.102,16.48,1100.25,1844,5726,3776,5409,10393
03/01/2010,22:30:00,80.294,0.90076,1.46338,0.9045,120.902,1.3563,1.49912,0.69966,1.04088,1.07887,89.135,16.47,1100.44995,1844,5721,3774,5421,10393
03/01/2010,22:45:00,80.37,0.90136,1.46338,0.90475,120.987,1.35679,1.49944,0.70017,1.04103,1.07851,89.165,16.48,1101.84998,1844,5710,3764,5423,10394
03/01/2010,23:00:00,80.326,0.90099,1.46337,0.90475,120.955,1.35665,1.49919,0.69975,1.04096,1.07867,89.152,16.47,1101.75,1844,5718,3767,5420,10395
03/01/2010,23:15:00,80.242,0.90039,1.46332,0.90497,120.875,1.3563,1.4984,0.69952,1.04108,1.07883,89.114,16.47,1102,1844,5714,3770,5416,10394
03/01/2010,23:30:00,80.297,0.90089,1.46337,0.90548,120.97,1.3573,1.49869,0.69962,1.04103,1.07806,89.126,16.46,1102.84998,1844,5725,3778,5420,10393
03/01/2010,23:45:00,80.24,0.89979,1.46358,0.9056,120.926,1.35605,1.49711,0.69942,1.0417,1.07929,89.173,16.47,1102.65002,1843,5721,3776,5429,10394
03/02/2010,00:00:00,80.156,0.89846,1.46366,0.90546,120.955,1.35577,1.497,0.69797,1.04084,1.07954,89.213,16.45,1102.75,1844,5723,3776,5431,10394
03/02/2010,00:15:00,80.126,0.89781,1.46349,0.90519,120.892,1.35529,1.49691,0.69757,1.04328,1.07979,89.201,16.45,1103.75,1844,5722,3773,5431,10397
03/02/2010,00:30:00,80.217,0.89903,1.46349,0.90533,120.911,1.35512,1.49659,0.69797,1.04293,1.07994,89.216,16.45,1101.90002,1844,5724,3776,5445,10396
03/02/2010,00:45:00,80.261,0.89889,1.46343,0.90534,120.835,1.35335,1.49459,0.69801,1.04293,1.08129,89.282,16.46,1103.09998,1844,5730,3782,5450,10390
03/02/2010,01:00:00,80.186,0.89812,1.46337,0.90578,120.762,1.35259,1.49299,0.69745,1.04343,1.08179,89.278,16.46,1102.69995,1844,5730,3782,5446,10392
03/02/2010,01:15:00,80.189,0.89856,1.46338,0.9057,120.71,1.35263,1.49321,0.69741,1.04339,1.08179,89.237,16.45,1101.69995,1844,5734,3785,5447,10389
03/02/2010,01:30:00,80.19,0.89861,1.46329,0.90568,120.749,1.35308,1.49374,0.69767,1.04339,1.08139,89.237,16.44,1102,1844,5747,3793,5451,10388
03/02/2010,01:45:00,80.195,0.89861,1.46333,0.90573,120.73,1.35279,1.49334,0.69742,1.04324,1.08173,89.244,16.44,1101.25,1844,5753,3795,5456,10390
03/02/2010,02:00:00,80.254,0.89911,1.46339,0.90589,120.845,1.35382,1.49429,0.69777,1.04313,1.08098,89.26,16.44,1103.75,1844,5748,3792,5453,10388
03/02/2010,02:15:00,80.271,0.89909,1.46331,0.90589,120.87,1.35386,1.49424,0.69807,1.04295,1.08074,89.276,16.44,1107.69995,1844,5750,3792,5456,10392
03/02/2010,02:30:00,80.291,0.89934,1.46337,0.90605,120.874,1.35396,1.4941,0.69837,1.04253,1.08073,89.272,16.41,1106.94995,1845,5752,3794,5455,10391
03/02/2010,02:45:00,80.308,0.89944,1.46328,0.90617,120.88,1.35386,1.49379,0.69809,1.04284,1.08073,89.282,16.41,1108.5,1846,5755,3797,5451,10393
03/02/2010,03:00:00,80.336,0.89992,1.4634,0.90598,120.847,1.35375,1.49399,0.69832,1.04258,1.08097,89.268,16.41,1109.90002,1846,5752,3796,5450,10393
03/02/2010,03:15:00,80.025,0.89599,1.46331,0.90605,120.815,1.35354,1.49347,0.6976,1.04288,1.08101,89.254,16.35,1110.75,1845,5769,3800,5449,10388
03/02/2010,03:30:00,80.177,0.8979,1.46346,0.90682,120.77,1.35249,1.49116,0.69682,1.04313,1.08198,89.292,16.36,1111.84998,1846,5769,3801,5456,10390
03/02/2010,03:45:00,80.26,0.89836,1.46332,0.90639,120.835,1.35251,1.492,0.69662,1.04289,1.08189,89.337,16.38,1112.75,1845,5763,3796,5453,10388
03/02/2010,04:00:00,80.211,0.89787,1.46341,0.90648,120.794,1.35215,1.49139,0.69614,1.0429,1.08223,89.332,16.39,1113.80005,1845,5764,3797,5447,10389
03/02/2010,04:15:00,80.23,0.89806,1.46339,0.90663,120.8,1.35213,1.49131,0.69637,1.04309,1.08231,89.337,16.4,1114.5,1846,5762,3795,5452,10390
03/02/2010,04:30:00,80.235,0.89815,1.46335,0.90656,120.791,1.35223,1.49126,0.69625,1.04279,1.08217,89.332,16.4,1113.94995,1845,5769,3800,5462,10395
03/02/2010,04:45:00,80.3,0.89872,1.46342,0.90645,120.92,1.3533,1.49267,0.69652,1.04254,1.08131,89.347,16.39,1113.94995,1845,5765,3797,5470,10396
03/02/2010,05:00:00,80.33,0.89905,1.46335,0.90623,120.925,1.35341,1.49314,0.69642,1.04248,1.08116,89.348,16.41,1112.94995,1846,5753,3789,5480,10397
03/02/2010,05:15:00,80.322,0.89911,1.46332,0.90613,120.93,1.35371,1.49363,0.69667,1.04243,1.08092,89.332,16.42,1118.09998,1845,5757,3792,5479,10395
03/02/2010,05:30:00,80.29,0.89879,1.46338,0.90639,120.948,1.35395,1.49344,0.69667,1.04278,1.08078,89.327,16.38,1116.69995,1846,5766,3797,5481,10391
03/02/2010,05:45:00,80.233,0.89849,1.46342,0.90668,120.859,1.35346,1.49231,0.69622,1.04308,1.08118,89.293,16.36,1116.90002,1845,5763,3799,5480,10395
03/02/2010,06:00:00,80.239,0.89854,1.46341,0.90664,120.915,1.35399,1.49308,0.69612,1.04308,1.08079,89.296,16.35,1116.19995,1845,5775,3806,5477,10391
03/02/2010,06:15:00,80.265,0.89851,1.46355,0.90639,120.924,1.35366,1.49315,0.69613,1.04288,1.08114,89.329,16.38,1117.05005,1843,5773,3805,5475,10390
03/02/2010,06:30:00,80.133,0.89739,1.46324,0.90774,120.724,1.35197,1.48913,0.69516,1.04373,1.08227,89.291,16.43,1116.05005,1844,5773,3807,5475,10394
03/02/2010,06:45:00,80.108,0.89674,1.46322,0.90881,120.745,1.35166,1.48696,0.69418,1.04374,1.08253,89.327,16.44,1115,1844,5771,3806,5477,10392
03/02/2010,07:00:00,80.057,0.89711,1.4633,0.90847,120.599,1.35138,1.48719,0.69434,1.04313,1.08276,89.236,16.49,1114.65002,1845,5770,3805,5479,10391
03/02/2010,07:15:00,80.137,0.89776,1.4632,0.9085,120.691,1.35211,1.48812,0.69472,1.04324,1.08213,89.263,16.47,1115.09998,1845,5769,3804,5480,10398
03/02/2010,07:30:00,80.286,0.89931,1.46329,0.90734,120.86,1.35378,1.49179,0.69545,1.0404,1.08089,89.273,16.5,1116.40002,1846,5769,3805,5481,10393
03/02/2010,07:45:00,80.257,0.89936,1.46334,0.90792,120.71,1.35268,1.4896,0.69501,1.04068,1.08171,89.237,16.44,1117.69995,1845,5769,3805,5481,10396
03/02/2010,08:00:00,80.338,0.89986,1.46325,0.90743,120.728,1.35226,1.49001,0.69536,1.03853,1.08204,89.277,16.41,1117.69995,1846,5771,3804,5475,10396
03/02/2010,08:15:00,80.354,0.90036,1.4632,0.90618,120.665,1.35215,1.49189,0.69552,1.03858,1.08209,89.242,16.41,1121.75,1847,5771,3806,5474,10392
03/02/2010,08:30:00,80.274,0.90101,1.46319,0.90525,120.4,1.35136,1.49259,0.69602,1.03913,1.0827,89.095,16.41,1120.59998,1848,5771,3807,5476,10383
03/02/2010,08:45:00,80.075,0.89911,1.46304,0.90473,120.094,1.34844,1.49017,0.69437,1.04091,1.0849,89.057,16.42,1122.40002,1848,5770,3807,5469,10387
03/02/2010,09:00:00,80.1,0.89896,1.46295,0.9042,120.111,1.34802,1.49059,0.69367,1.04034,1.08525,89.105,16.46,1120.5,1852,5765,3802,5470,10390
03/02/2010,09:15:00,79.97,0.89861,1.46304,0.90371,119.863,1.34704,1.49015,0.69389,1.04006,1.08604,88.985,16.42,1121.30005,1851,5763,3799,5462,10396
03/02/2010,09:30:00,80.139,0.90026,1.46324,0.90359,120.096,1.34915,1.49279,0.69542,1.03828,1.08457,89.015,16.48,1121.09998,1852,5765,3801,5460,10396
03/02/2010,09:45:00,80.06,0.89931,1.46326,0.90273,120.045,1.34859,1.49366,0.69465,1.03811,1.085,89.02,16.48,1122.40002,1851,5758,3796,5467,10397
03/02/2010,10:00:00,80.063,0.89971,1.46337,0.90222,120.085,1.34946,1.49551,0.69483,1.03718,1.08433,88.987,16.51,1122,1852,5758,3795,5478,10392
03/02/2010,10:15:00,80.033,0.89916,1.46322,0.90349,120.065,1.34886,1.49269,0.69452,1.03813,1.08477,89.007,16.52,1122.44995,1851,5749,3789,5476,10398
03/02/2010,10:30:00,80.138,0.90021,1.46313,0.90454,120.2,1.35026,1.49249,0.69577,1.03688,1.08357,89.018,16.53,1121.09998,1852,5747,3788,5473,10413
03/02/2010,10:45:00,80.32,0.90156,1.46336,0.90528,120.52,1.35279,1.49404,0.69722,1.03568,1.08174,89.087,16.55,1120.94995,1853,5754,3792,5473,10416
03/02/2010,11:00:00,80.256,0.90101,1.46335,0.90443,120.473,1.35254,1.49519,0.69692,1.03534,1.08187,89.07,16.58,1118.59998,1852,5756,3797,5465,10422
03/02/2010,11:15:00,80.237,0.90126,1.46312,0.90413,120.474,1.35316,1.49639,0.69652,1.03549,1.08119,89.027,16.59,1118.40002,1852,5752,3791,5473,10438
03/02/2010,11:30:00,80.3,0.90166,1.46289,0.90351,120.49,1.35291,1.49719,0.69669,1.03514,1.08124,89.057,16.57,1117.5,1849,5760,3796,5472,10440
03/02/2010,11:45:00,80.385,0.90217,1.46296,0.90415,120.622,1.35376,1.49699,0.69721,1.03519,1.08065,89.1,16.64,1117.30005,1855,5760,3797,5472,10444
03/02/2010,12:00:00,80.442,0.90371,1.4628,0.90455,120.61,1.35497,1.49769,0.69777,1.03444,1.07958,89.01,16.61,1117.55005,1854,5770,3805,5474,10441
03/02/2010,12:15:00,80.437,0.90391,1.46299,0.90514,120.695,1.35634,1.49819,0.69787,1.03405,1.07861,88.985,16.69,1117.40002,1851,5768,3806,5478,10445
03/02/2010,12:30:00,80.434,0.90305,1.46294,0.90718,120.785,1.35611,1.49464,0.69727,1.0348,1.07869,89.067,16.69,1118.05005,1853,5761,3800,5480,10447
03/02/2010,12:45:00,80.472,0.90356,1.46293,0.90717,120.775,1.35612,1.49464,0.69758,1.03491,1.07869,89.057,16.64,1117.75,1855,5760,3798,5482,10439
03/02/2010,13:00:00,80.48,0.90363,1.4627,0.90623,120.666,1.35484,1.49474,0.69677,1.03515,1.07962,89.061,16.63,1116.34998,1854,5749,3787,5481,10446
03/02/2010,13:15:00,80.568,0.90441,1.46299,0.90628,120.8,1.35604,1.49599,0.69709,1.03505,1.07886,89.084,16.61,1117.55005,1856,5760,3796,5482,10447
03/02/2010,13:30:00,80.67,0.90531,1.4627,0.9075,121.095,1.35897,1.49717,0.69752,1.03517,1.07628,89.106,16.67,1118.65002,1856,5757,3794,5479,10441
03/02/2010,13:45:00,80.653,0.90443,1.4627,0.90737,121.146,1.3587,1.49709,0.69707,1.03461,1.07652,89.17,16.72,1118.30005,1858,5757,3793,5471,10439
03/02/2010,14:00:00,80.647,0.90481,1.4627,0.90684,121.038,1.35807,1.49729,0.69742,1.03135,1.077,89.127,16.66,1117.5,1857,5759,3796,5475,10435
03/02/2010,14:15:00,80.505,0.90385,1.46304,0.90602,120.849,1.35677,1.49719,0.69627,1.03294,1.07835,89.07,16.73,1118.5,1855,5763,3797,5473,10444
03/02/2010,14:30:00,80.503,0.90336,1.46273,0.90578,120.765,1.35511,1.4958,0.69597,1.03395,1.07943,89.111,16.75,1118.94995,1854,5768,3803,5471,10433
03/02/2010,14:45:00,80.47,0.90341,1.4627,0.90598,120.651,1.35456,1.49486,0.69572,1.03294,1.07979,89.071,16.8,1119.25,1854,5770,3806,5477,10412
03/02/2010,15:00:00,80.362,0.90236,1.46259,0.90615,120.421,1.35215,1.4919,0.69477,1.03395,1.0816,89.062,16.81,1120.44995,1856,5766,3804,5477,10422
03/02/2010,15:15:00,80.327,0.90246,1.46422,0.90692,120.432,1.35307,1.49164,0.69496,1.0334,1.08211,89.006,16.85,1120.19995,1856,5774,3807,5490,10435
03/02/2010,15:30:00,80.422,0.90296,1.46359,0.90856,120.655,1.35471,1.49071,0.69552,1.03331,1.08029,89.062,16.83,1121.34998,1856,5774,3806,5492,10435
03/02/2010,15:45:00,80.392,0.90311,1.46354,0.90826,120.695,1.35584,1.49258,0.69538,1.03248,1.07941,89.015,16.87,1121.25,1858,5770,3802,5500,10445
03/02/2010,16:00:00,80.294,0.90241,1.46314,0.90762,120.48,1.3541,1.49164,0.69512,1.03321,1.0805,88.972,16.85,1121.19995,1861,5770,3802,5503,10445
03/02/2010,16:15:00,80.401,0.90326,1.46297,0.90862,120.725,1.35625,1.49231,0.69567,1.03315,1.07869,89.012,16.9,1121.30005,1858,5765,3801,5501,10443
03/02/2010,16:30:00,80.344,0.90316,1.46288,0.90729,120.606,1.35569,1.49397,0.69532,1.03325,1.07903,88.957,16.89,1121.25,1855,5763,3797,5501,10442
03/02/2010,16:45:00,80.416,0.90407,1.46344,0.9077,120.63,1.35619,1.49379,0.69592,1.03248,1.07901,88.947,16.95,1121.30005,1854,5769,3801,5511,10435
03/02/2010,17:00:00,80.467,0.90416,1.46358,0.90786,120.785,1.3572,1.49468,0.69642,1.03255,1.07839,88.997,17,1121.23999,1850,5764,3796,5519,10429
03/02/2010,17:15:00,80.46,0.90411,1.46361,0.90765,120.824,1.35768,1.49549,0.69652,1.03309,1.07797,88.993,17.01,1121.59998,1852,5779,3809,5525,10430
03/02/2010,17:30:00,80.396,0.90321,1.46348,0.90742,120.745,1.35644,1.49456,0.69603,1.0337,1.07889,89.012,16.97,1121.44995,1848,5778,3808,5533,10434
03/02/2010,17:45:00,80.52,0.90461,1.46368,0.90743,120.985,1.35928,1.49769,0.69658,1.03315,1.07679,89.01,16.96,1121.19995,1847,5791,3816,5536,10436
03/02/2010,18:00:00,80.434,0.90441,1.46334,0.9078,120.98,1.36027,1.49809,0.69622,1.03275,1.07571,88.939,16.94,1120.94995,1850,5795,3821,5532,10434
03/02/2010,18:15:00,80.396,0.90479,1.46358,0.90848,120.9,1.36066,1.49747,0.69667,1.03266,1.07561,88.851,16.92,1122.05005,1852,5794,3821,5530,10436
03/02/2010,18:30:00,80.394,0.9051,1.46388,0.90916,120.92,1.36137,1.49709,0.697,1.0328,1.07528,88.82,16.9,1121.55005,1853,5795,3822,5524,10442
03/02/2010,18:45:00,80.268,0.90551,1.46351,0.90925,120.685,1.3614,1.49691,0.69747,1.03288,1.07497,88.643,16.9,1121.75,1852,5810,3836,5520,10427
03/02/2010,19:00:00,80.258,0.90475,1.46314,0.90939,120.64,1.35989,1.49511,0.69661,1.03366,1.0758,88.708,16.93,1121.09998,1853,5815,3838,5519,10419
03/02/2010,19:15:00,80.203,0.90409,1.46316,0.90923,120.595,1.35926,1.4947,0.69646,1.03435,1.07638,88.712,16.88,1121.55005,1852,5816,3838,5520,10420
03/02/2010,19:30:00,80.205,0.90432,1.46323,0.9099,120.635,1.3601,1.49444,0.69671,1.0352,1.07578,88.69,16.89,1121.25,1851,5816,3838,5518,10406
03/02/2010,19:45:00,80.119,0.9038,1.46318,0.9096,120.55,1.35987,1.49479,0.69602,1.03575,1.07598,88.645,16.89,1121.84998,1852,5822,3842,5513,10416
03/02/2010,20:00:00,80.181,0.90386,1.46333,0.90945,120.777,1.3615,1.49677,0.69602,1.03515,1.07475,88.71,16.91,1121.75,1851,5814,3836,5516,10398
03/02/2010,20:15:00,80.04,0.90261,1.46321,0.90937,120.65,1.36046,1.49579,0.6955,1.03628,1.07549,88.674,16.91,1120.90002,1851,5812,3834,5517,10390
03/02/2010,20:30:00,80.073,0.90291,1.4632,0.90963,120.655,1.36039,1.49529,0.69564,1.03605,1.07552,88.682,16.91,1121.09998,1852,5806,3833,5519,10396
03/02/2010,20:45:00,80.132,0.90326,1.46312,0.90958,120.725,1.36079,1.49589,0.69566,1.03625,1.07519,88.712,16.9,1121,1852,5807,3833,5525,10409
03/02/2010,21:00:00,80.15,0.90321,1.463,0.90925,120.735,1.36057,1.49607,0.69571,1.03625,1.07524,88.741,16.91,1121.55005,1851,5805,3831,5524,10412
03/02/2010,21:15:00,80.236,0.90367,1.4631,0.90978,120.808,1.36064,1.49514,0.69592,1.03626,1.07531,88.786,16.9,1123.05005,1851,5805,3832,5514,10411
03/02/2010,21:30:00,80.24,0.90376,1.46322,0.90925,120.852,1.36102,1.49669,0.69594,1.03592,1.07514,88.78,16.9,1123.55005,1850,5803,3830,5506,10413
03/02/2010,21:45:00,80.27,0.90409,1.46298,0.90904,120.932,1.36127,1.49686,0.69589,1.03328,1.07456,88.833,16.9,1123.55005,1849,5800,3826,5504,10412
03/02/2010,22:00:00,80.181,0.90286,1.46311,0.90943,120.87,1.36103,1.49634,0.69557,1.03599,1.07493,88.801,16.92,1122.75,1849,5801,3827,5510,10412
03/02/2010,22:15:00,80.158,0.90306,1.46308,0.9095,120.798,1.36089,1.49579,0.69562,1.0358,1.07511,88.757,16.92,1122.94995,1850,5798,3826,5510,10411
03/02/2010,22:30:00,80.202,0.90346,1.46313,0.90958,120.837,1.36129,1.49638,0.69572,1.03559,1.07478,88.761,16.92,1123.55005,1850,5800,3827,5515,10409
03/02/2010,22:45:00,80.183,0.90336,1.46319,0.90934,120.777,1.36074,1.4961,0.69552,1.03535,1.07524,88.757,16.95,1123.19995,1850,5802,3830,5509,10407
03/02/2010,23:00:00,80.207,0.90346,1.46321,0.90918,120.835,1.36104,1.49681,0.69562,1.03559,1.07504,88.776,16.92,1123,1850,5803,3830,5512,10407
03/02/2010,23:15:00,80.225,0.90376,1.46311,0.90914,120.819,1.36099,1.49671,0.69582,1.03499,1.07495,88.766,16.88,1122.44995,1850,5792,3822,5512,10409
03/02/2010,23:30:00,80.23,0.90416,1.46318,0.9081,120.816,1.36158,1.49925,0.69607,1.03442,1.07454,88.729,16.89,1122.34998,1850,5785,3816,5515,10412
03/02/2010,23:45:00,80.295,0.9045,1.4632,0.90641,120.89,1.36187,1.50222,0.69673,1.03474,1.07432,88.765,16.88,1123.59998,1851,5780,3812,5523,10411
03/03/2010,00:00:00,80.26,0.90495,1.4633,0.90694,120.865,1.36277,1.50231,0.69722,1.03487,1.07375,88.687,16.88,1123.75,1850,5785,3818,5517,10410
03/03/2010,00:15:00,80.104,0.90519,1.46322,0.90749,120.704,1.36373,1.50247,0.69754,1.03454,1.07286,88.5,16.89,1123.5,1850,5784,3816,5519,10405
03/03/2010,00:30:00,80.181,0.90516,1.46336,0.90693,120.854,1.36439,1.50409,0.69777,1.03368,1.07253,88.579,16.91,1123,1850,5789,3818,5518,10408
03/03/2010,00:45:00,80.182,0.9042,1.4633,0.90672,120.777,1.36203,1.50194,0.69712,1.03448,1.0743,88.672,16.9,1124.25,1850,5786,3815,5518,10408
03/03/2010,01:00:00,80.147,0.90341,1.46324,0.90667,120.842,1.36221,1.50218,0.69688,1.03453,1.07416,88.712,16.89,1126.75,1850,5771,3807,5527,10411
03/03/2010,01:15:00,80.191,0.90362,1.46329,0.90708,120.991,1.36334,1.50275,0.69687,1.03393,1.07327,88.739,16.89,1126.90002,1850,5772,3810,5524,10404
03/03/2010,01:30:00,80.171,0.90341,1.46301,0.90651,120.906,1.36239,1.50267,0.69662,1.03493,1.07375,88.74,16.88,1127.05005,1850,5771,3810,5526,10399
03/03/2010,01:45:00,80.18,0.90407,1.46303,0.90566,120.956,1.36378,1.50559,0.69742,1.03453,1.0727,88.687,16.89,1127.25,1852,5773,3813,5533,10398
03/03/2010,02:00:00,80.11,0.90389,1.46306,0.90519,120.925,1.36432,1.50684,0.69722,1.03453,1.07231,88.626,16.9,1127.59998,1853,5778,3818,5527,10403
03/03/2010,02:15:00,80.13,0.90366,1.46303,0.90527,120.934,1.36379,1.50622,0.69682,1.03388,1.07267,88.672,16.9,1124.90002,1853,5777,3816,5524,10403
03/03/2010,02:30:00,80.075,0.90326,1.46303,0.90552,120.885,1.36361,1.50565,0.69696,1.03413,1.0729,88.648,16.9,1126.80005,1851,5786,3822,5539,10400
03/03/2010,02:45:00,80.121,0.90356,1.46311,0.9052,120.925,1.36374,1.50634,0.69702,1.03368,1.07285,88.667,16.94,1125.75,1851,5788,3828,5528,10401
03/03/2010,03:00:00,80.138,0.90376,1.46311,0.9054,120.935,1.36385,1.50604,0.69732,1.03383,1.07277,88.667,16.98,1125.5,1849,5780,3820,5531,10401
03/03/2010,03:15:00,80.151,0.90356,1.4632,0.90578,120.92,1.3632,1.50469,0.69702,1.03458,1.07329,88.706,16.99,1126.30005,1853,5784,3825,5522,10402
03/03/2010,03:30:00,80.133,0.90352,1.46322,0.90583,120.901,1.36319,1.50469,0.69692,1.03413,1.07333,88.687,16.98,1126.5,1852,5784,3826,5523,10404
03/03/2010,03:45:00,80.144,0.90356,1.46326,0.90571,120.925,1.3633,1.50499,0.69707,1.03415,1.07329,88.697,16.98,1126.40002,1852,5788,3827,5527,10404
03/03/2010,04:00:00,80.182,0.90341,1.46326,0.90567,120.959,1.36281,1.50449,0.69687,1.03419,1.07367,88.753,16.98,1126.30005,1852,5801,3835,5523,10401
03/03/2010,04:15:00,80.257,0.90414,1.46322,0.9058,121.035,1.36349,1.50491,0.69737,1.03384,1.07313,88.764,16.98,1125.90002,1852,5793,3833,5520,10404
03/03/2010,04:30:00,80.211,0.90402,1.46322,0.9058,120.966,1.36344,1.50499,0.69713,1.03379,1.07313,88.72,16.98,1126.25,1852,5793,3833,5532,10407
03/03/2010,04:45:00,80.269,0.90481,1.46322,0.90594,120.97,1.36364,1.50501,0.69739,1.03344,1.07301,88.709,16.97,1124.89001,1853,5799,3836,5536,10404
03/03/2010,05:00:00,80.313,0.90525,1.46331,0.90648,121.08,1.36479,1.5054,0.69797,1.03294,1.07216,88.716,16.95,1122.44995,1853,5790,3831,5525,10404
03/03/2010,05:15:00,80.28,0.90485,1.46339,0.90674,121.115,1.36509,1.50524,0.69774,1.03329,1.07197,88.718,16.98,1122.34998,1853,5784,3826,5528,10403
03/03/2010,05:30:00,80.359,0.90489,1.46337,0.90699,121.126,1.36404,1.50359,0.69757,1.03424,1.07281,88.801,16.96,1121.30005,1854,5805,3839,5530,10405
03/03/2010,05:45:00,80.437,0.90521,1.4634,0.90683,121.197,1.36385,1.50364,0.69767,1.03394,1.07299,88.857,16.97,1122.44995,1852,5801,3833,5530,10405
03/03/2010,06:00:00,80.329,0.90429,1.46329,0.90752,121.125,1.36361,1.50227,0.69692,1.03479,1.07304,88.827,16.97,1121.40002,1850,5806,3838,5522,10402
03/03/2010,06:15:00,80.356,0.90421,1.46319,0.90762,121.175,1.36342,1.50189,0.69692,1.03439,1.07319,88.869,16.96,1122.75,1849,5796,3831,5518,10401
03/03/2010,06:30:00,80.38,0.90436,1.4632,0.90804,121.15,1.36304,1.50079,0.69682,1.03443,1.07336,88.877,16.95,1124.80005,1848,5796,3833,5510,10399
03/03/2010,06:45:00,80.321,0.90366,1.463,0.90796,121.119,1.36275,1.50052,0.6962,1.03424,1.07341,88.882,16.96,1127.80005,1849,5800,3836,5515,10404
03/03/2010,07:00:00,80.411,0.90451,1.46312,0.90792,121.17,1.36307,1.50104,0.69702,1.03339,1.07334,88.892,17,1126.69995,1848,5797,3834,5523,10405
03/03/2010,07:15:00,80.309,0.90351,1.4631,0.90872,121.086,1.36224,1.49874,0.69592,1.03373,1.07399,88.885,17.03,1126.40002,1852,5795,3831,5521,10413
03/03/2010,07:30:00,80.311,0.90381,1.46293,0.90793,121.014,1.36184,1.49979,0.69578,1.03282,1.07413,88.858,17.09,1123.30005,1853,5811,3840,5522,10414
