Date,Time,AUDJPY,AUDUSD,EURCHF,EURGBP,EURJPY,EURUSD,GBPUSD,NZDUSD,USDCAD,USDCHF,USDJPY,SILVER,GOLD,NAS,DAX,CAC,FTSE,DOW
05/06/2010,15:15:00,83.641,0.89722,1.40755,0.85056,117.029,1.27052,1.49359,0.7147,1.03785,1.10779,92.66,18.485,1106.33997,1882,6074,3560,5097,10740
05/06/2010,15:30:00,82.95,0.89864,1.40729,0.85051,117.906,1.27124,1.49448,0.71253,1.04131,1.10695,92.451,18.48,1103.54004,1877,6080,3560,5091,10764
05/06/2010,15:45:00,82.443,0.89473,1.40728,0.85317,117.675,1.26834,1.48669,0.712,1.04368,1.10951,92.4,18.455,1101.29004,1881,6053,3558,5083,10752
05/06/2010,16:00:00,82.973,0.89371,1.40761,0.85211,117.369,1.26866,1.48865,0.71204,1.04029,1.10952,92.247,18.45,1103.29004,1881,6063,3551,5096,10768
05/06/2010,16:15:00,82.767,0.89546,1.40969,0.85294,117.454,1.27249,1.49164,0.71148,1.04182,1.10779,91.966,18.475,1101.68994,1885,6072,3548,5106,10784
05/06/2010,16:30:00,82.434,0.89521,1.40977,0.8538,116.861,1.27296,1.4907,0.70848,1.04432,1.1075,91.892,18.48,1099.83997,1882,6064,3542,5099,10767
05/06/2010,16:45:00,82.42,0.89211,1.40874,0.85151,116.749,1.27016,1.49139,0.70857,1.0435,1.10905,91.715,18.49,1101.89001,1886,6070,3551,5104,10758
05/06/2010,17:00:00,82.043,0.89346,1.4106,0.85166,116.386,1.27317,1.49461,0.70538,1.04508,1.10789,91.729,18.48,1102.23999,1887,6075,3554,5112,10749
05/06/2010,17:15:00,82.03,0.89206,1.40946,0.85142,116.231,1.27074,1.49219,0.7033,1.0448,1.10914,90.136,18.475,1101.68994,1881,6077,3547,5111,10733
05/06/2010,17:30:00,81.752,0.89271,1.40876,0.85256,113.81,1.27043,1.48985,0.70987,1.0467,1.10877,90.244,18.465,1101.58997,1873,6078,3528,5108,10727
05/06/2010,17:45:00,81.588,0.89141,1.40793,0.852,113.893,1.26899,1.48925,0.71172,1.0478,1.10944,90.12,18.44,1101.33997,1872,6072,3531,5117,10747
05/06/2010,18:00:00,79.92,0.88942,1.40749,0.85078,113.503,1.26718,1.48909,0.71032,1.05108,1.11064,88.765,18.435,1102.23999,1869,6081,3545,5115,10731
05/06/2010,18:15:00,79.869,0.88671,1.40415,0.85034,111.542,1.26263,1.48472,0.70987,1.05396,1.11202,89.895,18.41,1102.83997,1871,6092,3537,5115,10735
05/06/2010,18:30:00,79.46,0.88503,1.40193,0.84904,113.319,1.26203,1.48629,0.71007,1.06408,1.11085,89.853,18.425,1102.98999,1873,6088,3559,5108,10820
05/06/2010,18:45:00,77.733,0.88176,1.40085,0.84963,113.115,1.25967,1.48229,0.71143,1.06793,1.11209,90.046,18.42,1102.33997,1869,6093,3569,5104,10779
05/06/2010,19:15:00,79.544,0.87554,1.4006,0.84998,113.658,1.25627,1.47681,0.70907,1.0543,1.11464,90.237,18.43,1102.04004,1868,6091,3573,5104,10801
05/06/2010,19:30:00,79.784,0.88569,1.4017,0.85088,113.932,1.26081,1.4816,0.71077,1.05304,1.11117,90.156,18.4,1102.08997,1867,6090,3581,5116,10735
05/06/2010,19:45:00,79.891,0.88612,1.40118,0.84921,113.744,1.25893,1.48347,0.71116,1.05159,1.11284,90.243,18.415,1102.29004,1870,6097,3571,5122,10716
05/06/2010,20:00:00,79.84,0.88537,1.40579,0.85046,113.794,1.26226,1.48489,0.71152,1.052,1.11356,90.293,18.405,1102.39001,1869,6092,3565,5106,10743
05/06/2010,20:15:00,79.88,0.88561,1.40246,0.85002,114.051,1.26262,1.48269,0.7116,1.0534,1.11069,90.544,18.41,1102.23999,1871,6088,3566,5125,10769
05/06/2010,20:30:00,79.934,0.88516,1.40439,0.85072,114.26,1.26154,1.48309,0.71269,1.0527,1.11327,90.666,18.405,1102.14001,1872,6085,3560,5137,10788
05/06/2010,20:45:00,80.034,0.88511,1.40542,0.84986,114.751,1.26077,1.48268,0.71167,1.0506,1.11474,90.811,18.4,1101.40002,1876,6085,3563,5135,10791
05/06/2010,21:00:00,80.234,0.8844,1.40539,0.85132,114.736,1.2626,1.48218,0.7115,1.04997,1.11269,90.756,18.43,1102.09998,1876,6086,3549,5126,10808
05/06/2010,21:15:00,80.439,0.88502,1.4054,0.8505,114.611,1.2617,1.47807,0.7128,1.05152,1.11345,90.863,18.47,1103.40002,1872,6086,3548,5127,10801
05/06/2010,21:30:00,80.49,0.88577,1.40603,0.85548,114.709,1.26554,1.47396,0.71104,1.05229,1.11111,90.477,18.395,1104,1876,6087,3545,5114,10776
05/06/2010,21:45:00,80.53,0.8869,1.4059,0.85675,114.387,1.26335,1.47454,0.71215,1.05214,1.11276,90.598,18.465,1103.40002,1884,6088,3550,5110,10772
05/06/2010,22:00:00,80.227,0.88617,1.40594,0.85581,114.374,1.26276,1.4775,0.7139,1.05329,1.11327,90.601,18.42,1103.05005,1879,6083,3554,5119,10767
05/06/2010,22:15:00,80.125,0.8866,1.40584,0.85445,114.461,1.26274,1.48393,0.71409,1.05397,1.1128,90.815,18.415,1104.40002,1883,6082,3548,5115,10708
05/06/2010,22:30:00,80.232,0.8842,1.4063,0.85143,114.672,1.26413,1.48352,0.71219,1.05289,1.11235,90.615,18.445,1104.44995,1886,6090,3558,5110,10742
05/06/2010,22:45:00,80.487,0.88547,1.40585,0.85048,114.442,1.26225,1.48485,0.7095,1.05125,1.11354,90.799,18.435,1104.5,1883,6092,3560,5107,10705
05/06/2010,23:00:00,80.18,0.88624,1.406,0.8504,114.744,1.26334,1.48625,0.71052,1.05219,1.11292,91.311,18.43,1103.25,1880,6092,3555,5104,10711
05/06/2010,23:15:00,80.469,0.8848,1.4063,0.84918,115.645,1.26266,1.48283,0.71033,1.05096,1.11368,91.361,18.405,1103.15002,1890,6076,3548,5107,10724
05/06/2010,23:30:00,81.101,0.88618,1.40648,0.85117,115.593,1.26278,1.48765,0.71022,1.04969,1.11381,91.028,18.405,1103.5,1885,6073,3558,5106,10726
05/06/2010,23:45:00,81.17,0.8881,1.40761,0.84914,114.945,1.26373,1.49105,0.71013,1.04844,1.11375,91.124,18.39,1104.05005,1872,6083,3546,5107,10726
05/07/2010,00:00:00,80.668,0.88844,1.40788,0.84918,114.727,1.26636,1.48973,0.70847,1.05059,1.11172,91.279,18.4,1104.5,1869,6098,3514,5111,10746
05/07/2010,00:15:00,80.405,0.88619,1.4087,0.849,115.035,1.26535,1.4901,0.7102,1.05089,1.11322,91.575,18.39,1104.09998,1869,6115,3512,5110,10705
05/07/2010,00:30:00,80.719,0.88239,1.40621,0.84713,115.502,1.26279,1.49009,0.71052,1.05126,1.1135,91.729,18.395,1103.75,1872,6122,3517,5113,10730
05/07/2010,00:45:00,81.006,0.88427,1.406,0.84471,115.925,1.259,1.4871,0.70979,1.05089,1.11676,91.889,18.39,1104.40002,1863,6131,3519,5116,10740
05/07/2010,01:00:00,81.206,0.88451,1.4063,0.84706,116.162,1.26018,1.48745,0.71087,1.05062,1.11587,91.808,18.37,1104.84998,1860,6139,3510,5123,10785
05/07/2010,01:15:00,81.443,0.88521,1.40521,0.84756,115.779,1.2613,1.48578,0.71159,1.05039,1.11423,91.807,18.425,1104.80005,1855,6135,3519,5121,10777
05/07/2010,01:30:00,81.098,0.8862,1.40773,0.85033,116.111,1.26369,1.48658,0.71047,1.05189,1.11397,91.869,18.405,1104.44995,1859,6131,3507,5119,10781
05/07/2010,01:45:00,81.359,0.88335,1.40788,0.84982,116.357,1.26391,1.48143,0.71293,1.05034,1.11394,92.02,18.39,1105.05005,1862,6130,3499,5120,10784
05/07/2010,02:00:00,81.629,0.88619,1.4069,0.85092,116.627,1.26116,1.48301,0.71207,1.04879,1.11556,92.196,18.4,1104.75,1859,6128,3491,5116,10778
05/07/2010,02:15:00,81.837,0.88846,1.40773,0.85271,117.18,1.26473,1.4843,0.7123,1.04862,1.11297,92.458,18.395,1105.15002,1872,6127,3480,5116,10769
05/07/2010,02:30:00,82.144,0.88927,1.4088,0.85288,117.496,1.2665,1.4818,0.71278,1.04617,1.11233,92.315,18.455,1105.09998,1875,6128,3488,5114,10770
05/07/2010,02:45:00,82.43,0.89097,1.4114,0.85498,117.156,1.26741,1.48382,0.7128,1.04589,1.11346,92.443,18.465,1105.25,1877,6123,3489,5120,10772
05/07/2010,03:00:00,82.214,0.89149,1.41431,0.85632,117.354,1.27109,1.48346,0.71277,1.04667,1.11274,92.495,18.505,1104.5,1876,6133,3495,5120,10767
05/07/2010,03:15:00,82.466,0.89054,1.41361,0.85633,117.351,1.27083,1.47912,0.7114,1.04609,1.11249,92.748,18.58,1104.75,1875,6138,3482,5121,10765
05/07/2010,03:30:00,82.405,0.8921,1.41208,0.8576,117.834,1.26903,1.48223,0.70982,1.04629,1.11269,92.463,18.815,1104.55005,1872,6140,3483,5135,10766
05/07/2010,03:45:00,82.711,0.89091,1.41214,0.85611,117.716,1.26938,1.48508,0.7086,1.04439,1.11246,92.491,18.945,1104.94995,1873,6141,3482,5130,10772
05/07/2010,04:00:00,82.491,0.89181,1.41306,0.85391,117.57,1.26873,1.48835,0.70867,1.04429,1.11375,92.102,19.065,1105.40002,1871,6138,3481,5134,10766
05/07/2010,04:15:00,82.504,0.89216,1.41437,0.85344,116.878,1.27058,1.48918,0.70889,1.04469,1.11315,92.218,19.04,1105,1861,6131,3482,5139,10767
05/07/2010,04:30:00,82.066,0.89201,1.4164,0.85478,117.051,1.27303,1.48659,0.70917,1.04619,1.11252,92.062,19.03,1105.34998,1872,6122,3486,5143,10763
05/07/2010,04:45:00,82.12,0.89111,1.41525,0.85499,116.691,1.27127,1.48208,0.70681,1.04659,1.11309,91.83,19.09,1105.15002,1878,6115,3485,5139,10762
05/07/2010,05:00:00,81.765,0.89044,1.41514,0.85614,116.288,1.26912,1.4754,0.70572,1.0498,1.11507,92.007,19.09,1105.90002,1871,6127,3482,5131,10758
05/07/2010,05:15:00,81.459,0.88826,1.41334,0.86008,116.553,1.26937,1.47401,0.70393,1.05209,1.11342,92.188,19.125,1106.80005,1869,6133,3476,5144,10760
05/07/2010,05:30:00,81.579,0.88701,1.41182,0.85971,116.933,1.26747,1.46014,0.70711,1.05195,1.11388,92.249,19.025,1106.09998,1873,6121,3466,5138,10764
05/07/2010,05:45:00,81.797,0.88666,1.40975,0.86689,116.94,1.26628,1.4629,0.70729,1.05126,1.11336,92.074,19.075,1104.39001,1874,6089,3479,5135,10764
05/07/2010,06:00:00,81.828,0.88726,1.41226,0.86559,116.779,1.26667,1.46614,0.70847,1.05345,1.11509,92.059,19.115,1104.59998,1871,6094,3478,5136,10772
05/07/2010,06:15:00,81.578,0.88696,1.41247,0.86492,116.58,1.26839,1.46845,0.70823,1.05379,1.11351,91.537,19.18,1105.80005,1873,6115,3479,5139,10787
05/07/2010,06:30:00,81.505,0.88601,1.41527,0.86302,115.898,1.26756,1.46986,0.71103,1.05459,1.11653,91.877,19.085,1104.65002,1872,6105,3477,5137,10770
05/07/2010,06:45:00,80.79,0.88531,1.41487,0.86264,116.614,1.26822,1.46817,0.71211,1.05539,1.1156,91.933,19.065,1105.5,1875,6132,3476,5141,10761
05/07/2010,07:00:00,81.327,0.88255,1.41495,0.86238,116.697,1.26636,1.46582,0.71057,1.05534,1.11714,92.103,19.08,1105.40002,1873,6156,3473,5141,10768
05/07/2010,07:15:00,81.454,0.88515,1.41307,0.86366,117.268,1.26624,1.4707,0.70902,1.056,1.11587,92.071,19.17,1104.30005,1873,6156,3476,5141,10776
05/07/2010,07:30:00,81.691,0.88603,1.4154,0.86293,117.059,1.26937,1.47034,0.70942,1.05241,1.11502,92.229,19.245,1104.40002,1872,6162,3463,5143,10769
05/07/2010,07:45:00,81.56,0.88691,1.4161,0.86326,117.634,1.26944,1.47109,0.71044,1.05469,1.11538,92.249,19.26,1103.90002,1872,6152,3455,5148,10760
05/07/2010,08:00:00,82.086,0.88585,1.41684,0.8654,117.603,1.27332,1.47177,0.7111,1.05192,1.11277,92.137,19.26,1103.59998,1874,6146,3449,5144,10754
05/07/2010,08:15:00,82.187,0.88995,1.41617,0.86381,117.259,1.27151,1.47164,0.71117,1.05107,1.11381,92.086,19.245,1104.19995,1873,6148,3424,5148,10753
05/07/2010,08:30:00,81.902,0.89094,1.41778,0.86656,117.17,1.27544,1.47107,0.71268,1.05289,1.11162,92.013,19.225,1104.19995,1872,6141,3443,5153,10752
05/07/2010,08:45:00,81.789,0.88893,1.41538,0.86631,117.112,1.27478,1.468,0.71412,1.0533,1.11017,92.046,19.235,1105.84998,1874,6147,3448,5170,10745
05/07/2010,09:00:00,81.7,0.88815,1.41638,0.86688,117.294,1.27259,1.46309,0.71357,1.05211,1.11293,92.038,19.21,1107.55005,1871,6130,3455,5172,10729
05/07/2010,09:15:00,81.836,0.8879,1.41779,0.86953,117.27,1.27246,1.46117,0.71402,1.05049,1.11417,92.055,19.21,1106.05005,1872,6128,3441,5162,10716
05/07/2010,09:30:00,81.862,0.88904,1.41714,0.87098,117.246,1.2728,1.4515,0.71344,1.05004,1.11347,92.198,19.19,1106.05005,1870,6123,3432,5172,10721
05/07/2010,09:45:00,81.863,0.88941,1.4167,0.87774,117.416,1.27434,1.45954,0.71432,1.04959,1.11169,92.25,19.225,1105.90002,1869,6135,3436,5173,10720
05/07/2010,10:00:00,82.194,0.88929,1.41666,0.87279,117.624,1.27415,1.45802,0.71429,1.04768,1.11182,92.287,19.295,1105.09998,1867,6137,3431,5146,10730
05/07/2010,10:15:00,82.377,0.89145,1.41583,0.87356,117.915,1.27381,1.46118,0.71292,1.04581,1.11147,92.37,19.335,1106.19995,1868,6131,3436,5133,10729
05/07/2010,10:30:00,82.394,0.89295,1.41479,0.87148,118.099,1.27355,1.46507,0.71281,1.04457,1.11074,92.465,19.305,1105.90002,1869,6143,3429,5132,10711
05/07/2010,10:45:00,82.438,0.89274,1.41418,0.87,117.976,1.27506,1.47004,0.71351,1.04361,1.10903,92.57,19.3,1104.44995,1869,6145,3435,5142,10714
05/07/2010,11:00:00,82.414,0.89247,1.41463,0.86896,118.203,1.27767,1.47163,0.71451,1.03892,1.10705,92.625,19.29,1104.30005,1872,6138,3431,5148,10695
05/07/2010,11:15:00,82.477,0.89126,1.41395,0.86878,118.119,1.27857,1.46732,0.71458,1.03833,1.10594,92.655,19.315,1104.34998,1873,6129,3427,5142,10677
05/07/2010,11:30:00,82.542,0.89095,1.41421,0.86951,117.954,1.27586,1.46875,0.71459,1.03684,1.10834,92.436,19.3,1105.33997,1870,6142,3426,5142,10699
05/07/2010,11:45:00,82.347,0.89111,1.41499,0.86926,117.796,1.27685,1.46709,0.71168,1.03998,1.10813,92.549,19.29,1106.55005,1870,6129,3430,5142,10689
05/07/2010,12:00:00,82.063,0.88871,1.41393,0.86914,118.076,1.27523,1.4666,0.71437,1.03775,1.10883,92.464,19.28,1105.39001,1869,6055,3437,5137,10699
05/07/2010,12:15:00,82.474,0.88776,1.41241,0.86791,117.584,1.27299,1.46849,0.71262,1.03778,1.10939,92.506,19.28,1104.59998,1868,6061,3436,5141,10686
05/07/2010,12:30:00,82.275,0.89047,1.41408,0.86774,117.527,1.27431,1.47145,0.71087,1.03775,1.10972,92.516,19.32,1104.80005,1868,6065,3431,5140,10698
05/07/2010,12:45:00,82.262,0.88973,1.41385,0.86599,117.571,1.27488,1.46805,0.70717,1.03851,1.10888,91.89,19.3,1103.15002,1867,6067,3424,5146,10715
05/07/2010,13:00:00,82.255,0.88926,1.41267,0.86606,116.532,1.27176,1.46684,0.70862,1.03881,1.11077,92.2,19.285,1103.34998,1867,6046,3424,5136,10712
05/07/2010,13:15:00,81.432,0.88906,1.41355,0.86599,117.125,1.27048,1.46899,0.71094,1.04278,1.11252,91.83,19.3,1104.05005,1867,6057,3416,5136,10686
05/07/2010,13:30:00,81.904,0.88618,1.41299,0.86493,116.45,1.27075,1.46955,0.71222,1.04053,1.11176,91.559,19.275,1103.19995,1866,6037,3413,5140,10679
05/07/2010,13:45:00,81.406,0.88831,1.41154,0.86282,115.969,1.2682,1.47248,0.71198,1.04251,1.11289,90.888,19.315,1102.94995,1866,6022,3424,5136,10676
05/07/2010,14:00:00,81.037,0.88648,1.41315,0.8626,114.688,1.27037,1.47083,0.71397,1.0481,1.11228,91.001,19.275,1103.25,1863,6018,3422,5144,10677
05/07/2010,14:15:00,80.026,0.88509,1.41175,0.86199,114.855,1.26813,1.46954,0.71471,1.05533,1.11309,91.046,19.275,1105,1862,6008,3428,5142,10674
05/07/2010,14:30:00,80.16,0.88035,1.41106,0.86172,115.181,1.26656,1.46552,0.71585,1.05291,1.11403,91.415,19.255,1104.59998,1862,6019,3433,5140,10687
05/07/2010,14:45:00,80.401,0.88105,1.40617,0.8609,115.981,1.2619,1.4688,0.71354,1.04963,1.11425,91.38,19.25,1104.44995,1862,6022,3454,5144,10685
05/07/2010,15:00:00,80.987,0.88308,1.40643,0.85936,116.092,1.26235,1.4684,0.71354,1.04619,1.11412,91.745,19.245,1105.75,1861,6022,3451,5147,10691
05/07/2010,15:15:00,80.871,0.88594,1.40692,0.86136,116.573,1.26508,1.46985,0.71234,1.04821,1.11193,91.675,19.235,1106.34998,1866,6014,3436,5146,10689
05/07/2010,15:30:00,81.393,0.88496,1.40878,0.86296,116.604,1.26883,1.46912,0.7131,1.04542,1.1103,91.87,19.215,1106.25,1867,6021,3444,5150,10678
05/07/2010,15:45:00,81.48,0.88718,1.40896,0.86453,117.078,1.27043,1.46937,0.71325,1.04222,1.10894,91.66,19.23,1106.44995,1868,6018,3434,5154,10671
05/07/2010,16:00:00,81.862,0.88879,1.40963,0.86474,116.588,1.2707,1.47355,0.7155,1.04055,1.10922,91.62,19.245,1106.69995,1868,6017,3446,5161,10675
05/07/2010,16:15:00,81.438,0.89097,1.40988,0.86284,116.556,1.27173,1.47935,0.715,1.0429,1.10851,91.686,19.245,1106.40002,1871,6020,3446,5162,10685
05/07/2010,16:30:00,81.368,0.88848,1.41073,0.86126,116.503,1.27437,1.47623,0.71355,1.04239,1.10692,91.613,19.24,1106.5,1869,6023,3440,5183,10695
05/07/2010,16:45:00,81.348,0.88821,1.41122,0.86137,116.393,1.27194,1.47707,0.71329,1.04362,1.10948,91.684,19.24,1106.84998,1868,6024,3441,5187,10688
05/07/2010,17:00:00,81.254,0.88721,1.41038,0.86102,116.349,1.27205,1.47784,0.7151,1.0436,1.10869,91.876,19.21,1106.55005,1863,6024,3435,5180,10691
05/07/2010,17:15:00,81.294,0.88691,1.41168,0.85961,117.043,1.27062,1.47609,0.71418,1.04402,1.11104,91.72,19.205,1108.30005,1866,6015,3424,5174,10679
05/07/2010,17:30:00,81.85,0.88671,1.41145,0.86055,116.777,1.27052,1.47423,0.71375,1.04031,1.11096,91.584,19.17,1107.55005,1867,6007,3453,5172,10684
05/07/2010,17:45:00,81.58,0.89086,1.41119,0.86062,116.508,1.26896,1.4788,0.71429,1.04153,1.11199,91.49,19.17,1108.30005,1865,6019,3454,5169,10673
05/07/2010,18:00:00,81.213,0.88941,1.41379,0.8612,116.447,1.27389,1.4788,0.71298,1.04421,1.10984,91.605,19.17,1108.44995,1865,6017,3464,5163,10694
05/07/2010,18:15:00,81.14,0.88676,1.4131,0.86073,116.749,1.27319,1.47911,0.71334,1.04363,1.10984,91.446,19.18,1108.25,1866,6019,3466,5157,10696
05/07/2010,18:30:00,81.416,0.88681,1.41111,0.85984,116.442,1.27207,1.47909,0.71305,1.042,1.10928,91.25,19.19,1109.15002,1861,6018,3459,5172,10710
05/07/2010,18:45:00,81.211,0.88876,1.41134,0.86029,116.043,1.27274,1.48101,0.7187,1.0424,1.10884,91.295,19.19,1109.19995,1863,6016,3457,5175,10731
05/07/2010,19:00:00,80.946,0.88811,1.41156,0.86027,116.035,1.27441,1.4807,0.71926,1.04346,1.10759,91.241,19.25,1108.94995,1862,6013,3458,5187,10740
05/07/2010,19:15:00,81.054,0.88716,1.41149,0.85987,115.997,1.27329,1.47959,0.71983,1.04406,1.10837,91.388,19.27,1109.15002,1853,6017,3454,5181,10735
05/07/2010,19:30:00,80.891,0.88776,1.41067,0.85956,116.34,1.2717,1.47807,0.72074,1.04493,1.10924,91.393,19.27,1109.65002,1855,6003,3454,5188,10753
05/07/2010,19:45:00,80.983,0.88661,1.41081,0.85963,116.343,1.27094,1.47929,0.71704,1.04371,1.11013,92.225,19.27,1109.65002,1852,5985,3453,5175,10744
05/07/2010,20:00:00,80.994,0.88616,1.41027,0.85933,119.029,1.27141,1.48209,0.71766,1.04381,1.10919,92.394,19.24,1108.94995,1842,5967,3455,5180,10787
05/09/2010,21:00:00,82.96,0.88611,1.41098,0.85892,119.35,1.27298,1.48189,0.71747,1.0355,1.10842,92.298,19.24,1110,1836,5936,3450,5186,10783
05/09/2010,21:15:00,83.15,0.89968,1.41098,0.85894,119.407,1.27295,1.48542,0.71674,1.03399,1.10842,92.697,19.25,1109.5,1841,5962,3428,5186,10810
05/09/2010,21:30:00,83.089,0.89993,1.42065,0.86806,119.945,1.29054,1.4847,0.71702,1.03139,1.10044,92.052,19.18,1109.34998,1839,5963,3433,5191,10804
05/09/2010,21:45:00,83.33,0.89999,1.42236,0.86905,118.568,1.29164,1.48511,0.71675,1.03089,1.10114,92.063,19.19,1109.09998,1841,5974,3418,5189,10818
05/09/2010,22:00:00,82.545,0.89914,1.42305,0.87013,118.641,1.29343,1.48394,0.71608,1.03413,1.09979,92.251,19.18,1109.65002,1833,5964,3412,5187,10819
05/09/2010,22:15:00,82.536,0.89648,1.42226,0.87116,119,1.29373,1.48095,0.71647,1.03489,1.09922,92.091,19.33,1109.65002,1833,5956,3413,5192,10831
05/09/2010,22:30:00,82.739,0.8964,1.42127,0.86923,118.591,1.28777,1.47832,0.71674,1.03474,1.10346,92.063,19.265,1109.40002,1837,5960,3429,5189,10843
05/09/2010,22:45:00,82.437,0.89681,1.42049,0.87153,118.585,1.28877,1.47831,0.71773,1.03632,1.10202,92.023,19.265,1109.34998,1836,5955,3438,5188,10828
05/09/2010,23:00:00,82.359,0.89499,1.42179,0.87215,118.504,1.29003,1.47702,0.71771,1.03698,1.10181,92.16,19.23,1109.75,1830,5962,3436,5188,10835
05/09/2010,23:15:00,82.287,0.89457,1.4202,0.87145,118.501,1.28765,1.47992,0.71717,1.03701,1.10282,92.173,19.29,1109.59998,1833,5955,3438,5191,10846
05/09/2010,23:30:00,82.302,0.89416,1.42172,0.87008,118.625,1.28802,1.48035,0.71828,1.03811,1.10382,92.017,19.34,1109.40002,1824,5963,3438,5191,10848
05/09/2010,23:45:00,82.518,0.89294,1.42215,0.86976,118.448,1.28772,1.48026,0.72157,1.0369,1.10436,91.958,19.455,1109.59998,1815,5960,3430,5191,10814
05/10/2010,00:00:00,82.493,0.89521,1.4199,0.86837,118.468,1.2857,1.4806,0.71929,1.0356,1.10419,92.29,19.45,1109.34998,1815,5957,3442,5185,10799
05/10/2010,00:15:00,82.526,0.89646,1.42066,0.86891,119.038,1.28687,1.48402,0.7224,1.03475,1.10399,92.341,19.44,1109.94995,1819,5956,3437,5196,10772
05/10/2010,00:30:00,82.866,0.89746,1.41968,0.86741,118.621,1.2873,1.48497,0.72389,1.034,1.10265,92.51,19.46,1110.65002,1820,5958,3442,5199,10778
05/10/2010,00:45:00,82.79,0.89786,1.41984,0.86728,118.751,1.28832,1.48569,0.72402,1.0339,1.10211,92.799,19.54,1111.40002,1827,5963,3445,5200,10766
05/10/2010,01:00:00,83.093,0.89653,1.42265,0.86785,119.518,1.28984,1.48277,0.72279,1.03254,1.1029,92.753,19.475,1112.5,1825,5963,3443,5217,10762
05/10/2010,01:15:00,83.58,0.89816,1.42,0.86614,119.35,1.28458,1.48169,0.72162,1.03091,1.1053,92.665,19.46,1112.90002,1821,5958,3443,5235,10779
05/10/2010,01:30:00,83.465,0.90071,1.42134,0.86602,119.385,1.28353,1.48611,0.72219,1.03165,1.10737,92.657,19.535,1112.55005,1818,5951,3434,5229,10747
05/10/2010,01:45:00,83.55,0.89981,1.4227,0.86645,119.788,1.28795,1.48397,0.72334,1.03066,1.10455,92.697,19.53,1112.44995,1815,5954,3435,5228,10736
05/10/2010,02:00:00,83.713,0.90161,1.42317,0.86671,119.799,1.28672,1.48619,0.72317,1.02774,1.10605,92.619,19.5,1111.94995,1812,5941,3437,5240,10729
05/10/2010,02:15:00,83.696,0.90341,1.424,0.86646,119.679,1.28829,1.48741,0.72337,1.02881,1.10536,92.596,19.525,1112.30005,1800,5934,3439,5238,10724
05/10/2010,02:30:00,83.557,0.90282,1.42398,0.86886,119.629,1.29273,1.48744,0.7235,1.02842,1.10153,92.556,19.465,1113.44995,1807,5950,3432,5246,10721
05/10/2010,02:45:00,83.497,0.90216,1.42303,0.86857,119.684,1.29238,1.48641,0.72302,1.02915,1.10106,92.597,19.505,1112.55005,1817,5950,3436,5237,10719
05/10/2010,03:00:00,83.576,0.90171,1.42413,0.86918,120.04,1.29213,1.48644,0.72102,1.02855,1.10212,92.679,19.485,1113.40002,1822,5954,3430,5240,10712
05/10/2010,03:15:00,83.668,0.90296,1.42301,0.86898,120.046,1.29195,1.48652,0.72173,1.0274,1.10134,92.599,19.43,1112.69995,1817,5958,3430,5242,10699
05/10/2010,03:30:00,83.764,0.90351,1.42439,0.86956,119.877,1.29303,1.48892,0.72106,1.02775,1.10159,92.62,19.49,1113.05005,1821,5977,3431,5242,10674
05/10/2010,03:45:00,83.632,0.90376,1.42449,0.87036,119.928,1.29621,1.48843,0.72095,1.02845,1.09907,92.626,19.44,1112.05005,1824,5974,3431,5243,10688
05/10/2010,04:00:00,83.672,0.90316,1.42506,0.87005,119.836,1.29527,1.48825,0.7216,1.02785,1.10033,92.655,19.475,1112,1832,5961,3430,5250,10683
05/10/2010,04:15:00,83.641,0.90335,1.42493,0.86968,119.795,1.2945,1.48945,0.72225,1.028,1.10075,92.666,19.48,1111.5,1827,5971,3423,5254,10688
05/10/2010,04:30:00,83.542,0.90297,1.42475,0.86922,119.736,1.2949,1.48959,0.72325,1.02845,1.10029,92.607,19.5,1110.90002,1824,5957,3393,5250,10689
05/10/2010,04:45:00,83.596,0.90166,1.42458,0.86836,119.537,1.29374,1.48924,0.72317,1.02835,1.10112,92.706,19.525,1112.30005,1826,5976,3392,5254,10683
05/10/2010,05:00:00,83.462,0.90211,1.42455,0.86796,119.705,1.2929,1.48831,0.72507,1.0293,1.10184,92.645,19.56,1113,1819,5979,3376,5260,10700
05/10/2010,05:15:00,83.549,0.90121,1.42417,0.86801,119.805,1.2921,1.48619,0.72452,1.02935,1.10229,92.724,19.635,1112.09998,1801,5972,3373,5269,10720
05/10/2010,05:30:00,83.56,0.90121,1.42407,0.86828,119.935,1.29078,1.48654,0.72454,1.0285,1.10336,92.882,19.575,1112.08997,1801,5972,3381,5262,10713
05/10/2010,05:45:00,83.756,0.90196,1.42415,0.86851,120.513,1.29126,1.48679,0.72608,1.0271,1.10289,92.925,19.55,1112.15002,1800,5968,3388,5267,10703
05/10/2010,06:00:00,84.061,0.90324,1.42513,0.86953,120.553,1.29311,1.48567,0.72938,1.02612,1.10218,93.022,19.6,1112.40002,1793,5949,3386,5267,10708
05/10/2010,06:15:00,84.096,0.90499,1.42647,0.87048,120.811,1.29349,1.48931,0.7288,1.02782,1.10289,92.994,19.515,1114.5,1795,5980,3384,5261,10718
05/10/2010,06:30:00,84.202,0.90496,1.42785,0.87106,120.67,1.29752,1.4874,0.72844,1.02719,1.10048,92.984,19.51,1113.5,1792,5977,3366,5260,10703
05/10/2010,06:45:00,84.153,0.90516,1.42766,0.87192,120.572,1.29723,1.48564,0.72842,1.02724,1.1005,93.091,19.585,1113.40002,1794,5993,3379,5268,10698
